SatName;Magnitude;StartTime;StartAlt;StartAz;HiTime;HiAlt;HiAz;EndTime;EndAlt;EndAz;NORAD;TLE1;TLE2
Okean 3;3.4;18:32:33;10;S;18:36:28;54;E;18:40:24;10;NNE;21397;1 21397U 91039A   26027.44721029  .00006033  00000-0  42823-3 0  9994;2 21397  82.5171  16.7870 0015909 108.4237 251.8721 15.04465807858834
STARLINK-34951;4.3;18:32:58;15;NE;18:34:02;16;NNE;18:36:31;10;N;65293;1 65293U 25184W   26027.11162149  .00005986  00000-0  41864-3 0  9991;2 65293  97.6036  81.6611 0000980  98.3567 261.7771 15.05658630 25047
STARLINK-5544;4.3;18:33:14;10;SSW;18:37:15;43;SE;18:40:11;17;ENE;55757;1 55757U 23028S   26027.31176774 -.00000529  00000-0 -36556-4 0  9994;2 55757  70.0018 348.7210 0002618 265.6134  94.4726 14.98333965159846
STARLINK-5480;3.7;18:33:27;10;WNW;18:37:43;83;NNE;18:41:58;10;ESE;55664;1 55664U 23021AN  26027.10647897  .00001266  00000-0  11392-3 0  9997;2 55664  69.9993 269.3884 0005593 233.6875 126.3768 14.98311040163058
STARLINK-36197;2.3;18:33:29;10;WNW;18:36:56;58;NNE;18:39:28;17;E;67205;1 67205U 25304P   26027.64720749  .00104381  00000-0  23519-2 0  9999;2 67205  70.0021 280.4620 0002761 278.7534  81.3335 15.42752010  7643
STARLINK-5479;3.7;18:33:29;10;WNW;18:37:46;84;NNE;18:42:02;10;ESE;55662;1 55662U 23021AL  26027.64046418  .00000475  00000-0  48557-4 0  9991;2 55662  69.9984 267.6587 0002905 273.3854  86.6973 14.97522422163142
STARLINK-32516;3.7;18:33:33;10;WNW;18:37:49;83;NNE;18:42:04;10;ESE;62176;1 62176U 24225P   26027.58337963  .00066156  00000-0  55005-2 0  9999;2 62176  70.0005 268.2006 0002960 262.7200 148.5470 14.98327350  5675
ATLAS 3B R/B;3.4;18:33:53;10;W;18:41:42;68;SSW;18:49:24;10;ESE;28538;1 28538U 05004B   26027.09746674 -.00000040  00000-0  72110-4 0  9995;2 28538  63.8242 283.7157 0215393 263.1797  94.4684 13.43364081 86219
Okean O Rocket;3.2;18:33:53;15;NE;18:35:26;17;NNE;18:38:17;10;NNW;25861;1 25861U 99039B   26027.57302967  .00001032  00000-0  13779-3 0  9994;2 25861  98.0055  86.7124 0015559  35.4601 324.7642 14.81669161430775
STARLINK-5584;3.7;18:34:18;10;WSW;18:38:34;89;N;18:41:47;17;ENE;55769;1 55769U 23028AE  26027.24478147  .00002291  00000-0  19969-3 0  9992;2 55769  70.0022 329.0103 0002904 268.3606  91.7221 14.98332238160326
STARLINK-35344;3.9;18:34:34;16;ENE;18:36:24;22;NE;18:39:28;10;N;65656;1 65656U 25211E   26027.57901625  .00000801  00000-0  59789-4 0  9992;2 65656  97.6019  73.5039 0000881 188.9272 171.1940 15.05622287 20859
STARLINK-5825;4.0;18:36:02;10;W;18:40:14;60;N;18:43:18;18;ENE;55783;1 55783U 23028AU  26027.51159875 -.00000070  00000-0  19516-5 0  9996;2 55783  69.9999 308.4618 0002958 271.8611  88.2210 14.98328206160855
Cosmos 1400 Rocket;3.0;18:36:03;10;NNW;18:39:44;42;NE;18:43:23;10;SE;13403;1 13403U 82079B   26027.57846221  .00007050  00000-0  28582-3 0  9999;2 13403  81.1448 241.6044 0024490 307.0126  52.8866 15.24212367371434
STARLINK-5826;4.0;18:36:16;10;W;18:40:29;60;N;18:43:33;18;ENE;55782;1 55782U 23028AT  26027.00002315 -.00014287  00000-0 -11919-2 0  9997;2 55782  70.0019 309.7525 0003096 268.7156 211.8161 14.98333286  5776
STARLINK-34990;3.9;18:36:21;16;E;18:38:19;23;NE;18:41:28;10;N;65244;1 65244U 25179K   26027.58042628  .00010782  00000-0  75012-3 0  9993;2 65244  97.6048  72.4581 0001302  64.8614 295.2748 15.05658316 25698
STARLINK-33981;3.8;18:36:57;10;SW;18:41:09;67;SE;18:44:16;18;ENE;63888;1 63888U 25094AA  26027.24715350  .00001121  00000-0  10171-3 0  9995;2 63888  70.0070 339.0175 0001260 273.9079  86.1936 14.98328769 40995
STARLINK-35023;4.3;18:36:57;15;NE;18:37:56;17;NNE;18:40:30;10;N;65279;1 65279U 25184G   26027.57960059  .00009103  00000-0  63410-3 0  9997;2 65279  97.6010  82.1147 0001150  72.0097 288.1255 15.05659032 25115
STARLINK-32600;4.0;18:37:09;10;WNW;18:41:22;71;SW;18:45:35;10;SE;62178;1 62178U 24225R   26027.64244925  .00005609  00000-0  47745-3 0  9992;2 62178  70.0075 258.0566 0002906 268.7309  91.3517 14.98331858 63970
STARLINK-5494;3.9;18:37:49;10;WNW;18:42:02;59;N;18:45:10;17;E;55650;1 55650U 23021Y   26027.44459402  .00000108  00000-0  16879-4 0  9992;2 55650  70.0005 288.4346 0003112 273.9198  86.1605 14.98332066162610
STARLINK-5508;3.9;18:38:04;10;WNW;18:42:17;59;N;18:45:24;17;E;55639;1 55639U 23021M   26027.33335648 -.00044332  00000-0 -37287-2 0  9995;2 55639  70.0009 288.7166 0003011 273.8095 205.5374 14.98355497  5672
STARLINK-34210;3.9;18:38:33;17;ENE;18:40:18;22;NE;18:43:25;10;N;65653;1 65653U 25211B   26027.58177510  .00008053  00000-0  56163-3 0  9997;2 65653  97.6059  73.5020 0002104  89.1057 271.0411 15.05653901 20853
SPOT 1/Viking Rocket;3.5;18:39:02;10;SSE;18:44:12;89;ENE;18:49:22;10;NNW;16615;1 16615U 86019C   26027.52537896  .00000492  00000-0  19368-3 0  9990;2 16615  98.2248  47.2018 0012799  82.7762  39.3069 14.33261628 89739
STARLINK-5579;4.2;18:39:19;10;SSW;18:43:21;46;SE;18:46:10;18;ENE;55746;1 55746U 23028F   26027.58297905  .00000116  00000-0  17546-4 0  9999;2 55746  70.0020 348.0647 0002530 275.2677  84.8193 14.98328813159887
STARLINK-36283;2.3;18:39:21;10;WNW;18:42:48;60;NNE;18:45:12;18;E;67197;1 67197U 25304F   26027.65117088  .00108744  00000-0  24459-2 0  9997;2 67197  70.0021 280.4765 0003066 281.3194  78.7643 15.42784740  7674
STARLINK-5267;3.7;18:39:27;10;WNW;18:43:42;87;NNE;18:47:58;10;ESE;55655;1 55655U 23021AD  26027.64464768  .00001307  00000-0  11730-3 0  9992;2 55655  69.9984 268.0553 0003033 267.9685  92.1127 14.98333475163126
STARLINK-5617;4.2;18:39:33;10;SSW;18:43:36;46;SE;18:46:25;18;ENE;55753;1 55753U 23028N   26027.58337963 -.00026436  00000-0 -22156-2 0  9992;2 55753  70.0024 348.0657 0002234 271.4175  89.9420 14.98341312  5712
STARLINK-32538;3.7;18:39:40;10;WNW;18:43:56;87;NNE;18:48:11;10;ESE;62170;1 62170U 24225H   26027.04397161  .00010152  00000-0  85720-3 0  9993;2 62170  70.0051 269.5828 0002719 252.6476 107.4386 14.98339622 63636
STARLINK-34961;3.8;18:40:21;17;E;18:42:14;24;NE;18:45:26;10;N;65252;1 65252U 25179T   26027.11798604  .00006511  00000-0  45506-3 0  9993;2 65252  97.6054  71.9953 0001140  89.3730 270.7628 15.05649771 25579
Cosmos 2056 Rocket;3.7;18:40:24;10;WSW;18:45:30;67;NW;18:49:55;14;NE;20433;1 20433U 90004B   26027.31495004  .00000505  00000-0  17583-3 0  9995;2 20433  74.0380 336.8502 0038825  57.6923  53.1896 14.37473602886642
STARLINK-5833;3.7;18:40:27;10;WSW;18:44:42;86;NNW;18:47:48;18;ENE;55773;1 55773U 23028AJ  26027.24895464  .00001411  00000-0  12600-3 0  9990;2 55773  70.0020 329.0213 0003003 269.7802  90.3013 14.98331995160328
STARLINK-34995;4.2;18:40:57;16;NE;18:41:51;17;NE;18:44:28;10;N;65285;1 65285U 25184N   26027.11715331 -.00007142  00000-0 -49128-3 0  9998;2 65285  97.6033  81.6520 0001490  90.5629 269.5769 15.05647141 25042
STARLINK-5817;4.0;18:42:12;10;W;18:46:24;59;N;18:49:19;19;ENE;55779;1 55779U 23028AQ  26027.11518850  .00001282  00000-0  11522-3 0  9991;2 55779  70.0028 309.0793 0002765 267.5346  92.5497 14.98327996160805
Spot 4 Rocket;4.0;18:42:25;10;SE;18:47:32;72;ENE;18:52:39;10;NNW;25261;1 25261U 98017B   26027.29556241  .00000679  00000-0  24854-3 0  9990;2 25261  98.8306  54.8778 0003643 165.1593 194.9699 14.36226674455762
STARLINK-36213;2.2;18:42:31;10;WNW;18:45:57;61;NNE;18:48:17;19;E;67212;1 67212U 25304W   26027.65333458  .00084077  00000-0  18994-2 0  9995;2 67212  70.0025 280.4829 0002799 276.3266  83.7597 15.42761741  7673
STARLINK-35240;3.8;18:42:33;18;ENE;18:44:14;23;NE;18:47:24;10;N;65655;1 65655U 25211D   26027.58454752  .00011632  00000-0  80851-3 0  9993;2 65655  97.6052  73.4963 0001212  84.5626 275.5739 15.05673550 20857
Cosmos 1869;3.7;18:42:44;10;N;18:45:59;31;NE;18:49:07;11;ESE;18214;1 18214U 87062A   26027.58464488  .00014538  00000-0  43514-3 0  9994;2 18214  82.5095 243.5716 0017462 203.6133 156.4310 15.34254363 82986
STARLINK-33779;3.7;18:42:49;10;SW;18:47:03;71;SE;18:50:02;19;ENE;63880;1 63880U 25094S   26027.25115657  .00009527  00000-0  80506-3 0  9999;2 63880  70.0030 339.0395 0002892 268.2424  91.8404 14.98335807 40994
IRAS Rocket;4.3;18:42:54;10;SE;18:48:24;63;NE;18:53:59;10;NNW;13778;1 13778U 83004B   26027.56900149  .00000087  00000-0  80417-4 0  9991;2 13778 100.0837  63.5834 0020265 302.8394  57.0821 14.09682757209913
SPOT 5;3.6;18:43:03;12;ESE;18:46:44;32;NE;18:51:00;10;NNW;27421;1 27421U 02021A   26027.57679306  .00000810  00000-0  18001-3 0  9993;2 27421  98.0063  72.5417 0129651 354.3585   5.6145 14.54611520242409
STARLINK-34022;3.8;18:43:04;10;SW;18:47:17;71;SE;18:50:16;19;ENE;63866;1 63866U 25094C   26027.25132123  .00010230  00000-0  86361-3 0  9998;2 63866  70.0013 339.0375 0003771 275.7719  84.3010 14.98341837 40994
SJ-6F;4.4;18:43:55;10;SSE;18:47:57;81;WSW;18:51:58;10;NNW;33409;1 33409U 08053B   26027.65442928  .00004872  00000-0  35965-3 0  9994;2 33409  97.8686  45.2037 0020171 152.2274 208.0032 15.03585797941627
Cosmos 2016 Rocket;4.4;18:43:57;10;NNW;18:49:38;38;NE;18:55:20;10;ESE;19922;1 19922U 89028B   26027.55581976  .00000051  00000-0  35372-4 0  9993;2 19922  82.9555 252.3226 0037659  71.8012 288.7239 13.77491287850078
STARLINK-5495;3.8;18:44:00;10;WNW;18:48:13;60;N;18:51:10;19;E;55635;1 55635U 23021H   26027.11497215 -.00001113  00000-0 -85539-4 0  9991;2 55635  70.0005 289.2957 0002692 265.6988  94.3863 14.98330693162562
STARLINK-34969;3.8;18:44:19;18;E;18:46:09;25;NE;18:49:25;10;N;65241;1 65241U 25179G   26027.12075433  .00005506  00000-0  38549-3 0  9992;2 65241  97.6061  71.9909 0001198  92.8410 267.2953 15.05649664 25565
STARLINK-34904;4.2;18:44:57;17;NE;18:45:46;18;NE;18:48:27;10;N;65274;1 65274U 25184B   26027.58515173  .00010767  00000-0  74881-3 0  9998;2 65274  97.6029  82.1084 0001301  73.2240 286.9129 15.05672535 25110
STARLINK-32534;3.7;18:45:11;10;WNW;18:49:26;90;NE;18:53:39;10;ESE;62175;1 62175U 24225N   26027.04800239  .00245432  00000-0  19660-1 0  9992;2 62175  70.0075 269.5951 0005215 197.7635 162.3343 14.98728662 63633
STARLINK-36185;2.2;18:45:27;10;WNW;18:48:53;62;NNE;18:51:08;20;E;67204;1 67204U 25304N   26027.65531199  .00108402  00000-0  24379-2 0  9991;2 67204  70.0021 280.4909 0003092 273.3564  86.7264 15.42789481  7679
STARLINK-5477;3.7;18:45:36;10;WNW;18:49:52;90;NW;18:54:08;10;ESE;55659;1 55659U 23021AH  26027.58221672 -.00012299  00000-0 -10270-2 0  9995;2 55659  69.9989 268.2418 0003305 271.5082  88.5698 14.98244445163110
Resurs 1-3;3.5;18:45:55;10;SSE;18:50:13;74;ENE;18:54:33;10;NNW;23342;1 23342U 94074A   26027.51841519  .00001445  00000-0  17601-3 0  9991;2 23342  97.6741  51.2620 0001532 112.9386 247.1991 14.84858305683058
Meteor 1-23 Rocket;4.3;18:46:00;10;SSW;18:51:37;81;WNW;18:57:15;10;NNE;8520;1 08520U 75124B   26027.42970373  .00000057  00000-0  24927-4 0  9996;2 08520  81.2884   5.8187 0029324  85.8195 274.6325 14.09414948573977
STARLINK-35328;3.8;18:46:34;19;ENE;18:48:10;24;NE;18:51:24;10;N;65652;1 65652U 25211A   26027.58733395  .00011061  00000-0  76950-3 0  9994;2 65652  97.6036  73.4918 0001486  74.1113 286.0277 15.05654881 20855
STARLINK-5603;3.7;18:46:36;10;WSW;18:50:51;83;NNW;18:53:48;20;ENE;55762;1 55762U 23028X   26027.11961191 -.00001381  00000-0 -10794-3 0  9995;2 55762  70.0066 329.3761 0001181 265.2513  94.8512 14.98339913160301
YAOGAN 1;2.4;18:47:00;10;SSE;18:51:15;74;ENE;18:55:32;10;NNW;29092;1 29092U 06015A   26027.51975620  .00001574  00000-0  17957-3 0  9995;2 29092  97.7587  51.6788 0001429  85.2458 274.8922 14.87488725 68899
Meteor 1-28 Rocket;2.9;18:47:11;12;NNE;18:50:06;54;ESE;18:53:21;10;S;10114;1 10114U 77057B   26027.58870134  .00017471  00000-0  38107-3 0  9998;2 10114  97.5716 197.7538 0008523  73.8445 286.3740 15.44265106661987
Cosmos 1331 Rocket;4.0;18:47:32;10;SW;18:52:43;88;SE;18:57:08;15;NE;13028;1 13028U 82001B   26027.36959830  .00000547  00000-0  18232-3 0  9990;2 13028  74.0421 349.4205 0018848  10.0573 350.0955 14.39845984309325
Cosmos 1125 Rocket;4.1;18:47:42;10;WNW;18:52:38;41;NNE;18:55:59;19;ENE;11511;1 11511U 79078B   26027.43429496  .00000389  00000-0  13656-3 0  9992;2 11511  74.0362 288.6073 0014508 126.8348 233.4139 14.38254794430310
Cosmos 1980;4.0;18:47:50;10;W;18:53:29;58;N;18:57:36;19;ENE;19649;1 19649U 88102A   26027.14597268  .00000385  00000-0  22239-3 0  9994;2 19649  71.0013 301.3641 0007036 227.3783 132.6747 14.15193415919260
Cosmos 1898 Rocket;3.5;18:47:56;10;NW;18:53:18;78;NE;18:58:39;10;SE;18586;1 18586U 87098B   26027.64128940  .00000318  00000-0  11314-3 0  9996;2 18586  74.0044 257.4575 0021504 289.0597  70.8227 14.38298052999067
Cosmos 2322;3.8;18:48:19;10;WNW;18:53:58;62;NNE;18:58:20;17;E;23704;1 23704U 95058A   26027.14465848 -.00000218  00000-0 -90128-4 0  9997;2 23704  70.9854 288.6789 0009298 354.9121   5.1904 14.13798000560184
STARLINK-34962;3.7;18:48:19;19;E;18:50:04;26;NE;18:53:22;10;N;65248;1 65248U 25179P   26027.58873036  .00010620  00000-0  73896-3 0  9991;2 65248  97.6063  72.4467 0000868  67.1501 292.9818 15.05657853 25641
STARLINK-5558;4.0;18:48:22;10;W;18:52:34;58;N;18:55:19;20;ENE;55631;1 55631U 23021D   26027.11936506  .00002082  00000-0  18221-3 0  9995;2 55631  70.0025 309.1783 0002918 265.2386  94.8440 14.98330301162076
STARLINK-36280;2.2;18:48:25;10;WNW;18:51:53;63;NNE;18:54:03;21;E;67211;1 67211U 25304V   26027.65729817  .00063686  00000-0  14428-2 0  9993;2 67211  70.0006 280.4971 0002879 259.1189 100.9669 15.42772420  7679
STARLINK-34613;4.2;18:48:56;17;NE;18:49:39;18;NE;18:52:24;10;N;65294;1 65294U 25184X   26027.12269947  .00002833  00000-0  20047-3 0  9995;2 65294  97.6049  81.6476 0001510  95.2208 264.9191 15.05648412 25047
STARLINK-34052;3.7;18:48:57;10;SW;18:53:10;75;SE;18:56:01;20;ENE;63874;1 63874U 25094L   26027.12181561  .00022315  00000-0  18710-2 0  9992;2 63874  70.0080 339.3844 0001028 255.7827 104.3218 14.98352743 40971
STARLINK-4314;4.5;18:49:41;15;NE;18:52:23;29;E;18:55:52;10;SSE;53056;1 53056U 22077P   26027.51650341  .00000643  00000-0  48767-4 0  9998;2 53056  97.6044 210.6401 0001947  66.5487 293.5944 15.05649635194781
Cosmos 2181 Rocket;4.1;18:49:43;10;SSW;18:56:02;87;WNW;19:02:29;10;NNE;21903;1 21903U 92012B   26027.51891237  .00000009  00000-0 -57855-5 0  9997;2 21903  82.9364  12.7739 0041900 324.2038 155.7448 13.74739707699549
STARLINK-5501;3.8;18:50:09;10;WNW;18:54:23;61;NNE;18:57:11;20;E;55648;1 55648U 23021W   26027.45294328  .00000477  00000-0  47758-4 0  9993;2 55648  69.9996 288.4656 0002701 271.1973  88.8876 14.98326564162616
STARLINK-35254;3.7;18:50:34;20;ENE;18:52:04;25;NE;18:55:21;10;N;65674;1 65674U 25211Y   26027.12488191  .00004150  00000-0  29168-3 0  9999;2 65674  97.6057  73.1876 0001253  97.5366 262.6003 15.05650982 20791
Meteor 1-31 Rocket;3.5;18:50:37;21;E;18:51:59;27;NE;18:54:58;10;N;12586;1 12586U 81065B   26027.59515741  .00011629  00000-0  37168-3 0  9993;2 12586  97.6418  68.5213 0012894 142.4775 217.7368 15.32534466428667
ATLAS 5 CENTAUR R/B;1.7;18:51:15;10;WSW;18:54:29;47;S;18:57:09;17;ESE;31702;1 31702U 07027B   26027.09721562  .00034488  00000-0  16062-2 0  9992;2 31702  63.3132 307.2569 0501685  41.6205 322.1938 14.50074290 90311
STARLINK-36279;2.2;18:51:18;10;WNW;18:54:46;64;NNE;18:56:52;22;E;67193;1 67193U 25304B   26027.65927459  .00071656  00000-0  16214-2 0  9995;2 67193  70.0016 280.5071 0002588 267.9590  92.1296 15.42772178  7679
STARLINK-5573;4.0;18:51:29;10;SSW;18:55:36;53;SE;18:58:11;21;ENE;55750;1 55750U 23028K   26027.32428296 -.00001955  00000-0 -15610-3 0  9998;2 55750  70.0012 348.7670 0002862 275.6008  84.4825 14.98336457159843
Cosmos 1782 Rocket;3.8;18:51:44;10;NNW;18:56:04;49;ENE;19:00:24;10;SE;16987;1 16987U 86074B   26027.58643015  .00000711  00000-0  79831-4 0  9996;2 16987  82.5124 241.0680 0016785 331.1456  51.1914 14.85317240103860
STARLINK-32506;3.7;18:52:00;10;WNW;18:56:15;86;SSW;19:00:30;10;ESE;62167;1 62167U 24225E   26027.58337963  .00065085  00000-0  54146-2 0  9994;2 62167  70.0002 268.2756 0002628 265.1706  78.6140 14.98311801  5810
Meteor 2-13 Rocket;4.4;18:52:02;10;SSW;18:58:13;88;ESE;19:04:23;10;NNE;16409;1 16409U 85119B   26027.49887462  .00000060  00000-0  39696-4 0  9992;2 16409  82.5373  14.3881 0014753 183.8236 176.2814 13.84921417 25990
STARLINK-5328;3.7;18:52:02;10;WNW;18:56:17;86;SSW;19:00:32;10;ESE;55657;1 55657U 23021AF  26027.38614050  .00043717  00000-0  36522-2 0  9992;2 55657  69.9997 268.7572 0001998 284.6824  75.4114 14.98295330163092
GRACE-FO 1;4.4;18:52:12;10;N;18:55:43;66;E;18:59:13;10;SSE;43476;1 43476U 18047A   26027.59118162  .00006450  00000-0  17746-3 0  9997;2 43476  88.9844 217.2885 0008859 309.4720  50.5750 15.36972714428196
STARLINK-34980;3.6;18:52:17;20;E;18:53:58;27;NE;18:57:20;10;N;65258;1 65258U 25179Z   26027.59149987  .00009928  00000-0  69121-3 0  9999;2 65258  97.6059  72.4417 0001169  83.7848 276.3511 15.05654411 25637
GRACE-FO 2;4.4;18:52:39;10;N;18:56:10;67;E;18:59:40;10;SSE;43477;1 43477U 18047B   26027.59148702  .00006489  00000-0  17854-3 0  9993;2 43477  88.9844 217.2886 0008869 309.5218  50.5251 15.36973183428199
STARLINK-5499;3.7;18:52:45;10;WSW;18:57:00;80;NNW;18:59:48;21;ENE;55764;1 55764U 23028Z   26027.25730315 -.00002262  00000-0 -18181-3 0  9991;2 55764  70.0018 329.0533 0002618 259.4807 100.6058 14.98345773160325
STARLINK-35007;4.1;18:52:54;18;NE;18:53:33;19;NE;18:56:22;10;N;65287;1 65287U 25184Q   26027.39130056  .00006846  00000-0  47821-3 0  9991;2 65287  97.6042  81.9040 0001145  94.0910 266.0448 15.05650894 25026
STARLINK-4362;4.4;18:53:18;13;NE;18:56:27;32;E;19:00:06;10;SSE;53043;1 53043U 22077A   26027.51830126  .00000626  00000-0  53232-4 0  9999;2 53043  97.6028 209.9133 0001488  84.6817 275.4578 15.01262495194749
Cosmos 2228 Rocket;3.7;18:53:21;10;SSE;18:57:20;35;E;19:01:21;10;NNE;22287;1 22287U 92094B   26027.52258870  .00000655  00000-0  83078-4 0  9995;2 22287  82.5221  31.2014 0025331 110.1148 250.2794 14.80008409762439
Cosmos 1862 Rocket;3.9;18:54:02;10;SSE;18:58:09;41;E;19:02:15;10;NNE;18153;1 18153U 87055B   26027.45705756  .00000831  00000-0  92967-4 0  9998;2 18153  82.4979  27.8909 0021500 146.2473 214.0117 14.85576872 63816
STARLINK-36173;2.2;18:54:12;10;WNW;18:57:40;66;NNE;18:59:43;22;E;67210;1 67210U 25304U   26027.66125696  .00060513  00000-0  13720-2 0  9998;2 67210  69.9998 280.5117 0002527 269.6736  90.4157 15.42766131  7679
STARLINK-3119;4.5;18:54:17;10;SSW;18:58:08;35;SE;19:00:13;22;ENE;49145;1 49145U 21082R   26027.32648933  .00000011  00000-0  87213-5 0  9999;2 49145  70.0007 358.7311 0002944 269.6719  90.4103 14.98327631240766
Cosmos 1725 Rocket;4.3;18:54:25;10;NNW;19:00:19;43;NE;19:06:12;10;ESE;16494;1 16494U 86005B   26027.56819778  .00000159  00000-0  14601-3 0  9991;2 16494  82.9285 251.2188 0020752  79.4187 307.5470 13.76779649 10544
STARLINK-5218;4.0;18:54:33;10;W;18:58:45;58;N;19:01:20;22;ENE;55636;1 55636U 23021J   26027.52410269 -.00002255  00000-0 -18122-3 0  9992;2 55636  70.0035 308.1822 0002474 284.3067  75.7818 14.98332483162137
STARLINK-35177;3.7;18:54:33;21;E;18:55:59;26;NE;18:59:18;10;N;65673;1 65673U 25211X   26027.59286102  .00011967  00000-0  83210-3 0  9999;2 65673  97.6067  73.6449 0001638  75.7633 284.3776 15.05653915 20869
Cosmos 1908 Rocket;3.5;18:54:53;10;NNW;18:59:17;72;ENE;19:03:41;10;SSE;18749;1 18749U 88001B   26027.04543046  .00000703  00000-0  78463-4 0  9991;2 18749  82.5103 234.5331 0018603  20.6705 339.5260 14.85477712 35843
Cosmos 2237 Rocket;2.4;18:55:03;10;W;19:00:38;58;N;19:04:32;20;ENE;22566;1 22566U 93016B   26027.50437742  .00000381  00000-0  21997-3 0  9992;2 22566  71.0087 301.6858 0009450  13.8599 346.2781 14.15299832696343
STARLINK-34059;3.7;18:55:06;10;SW;18:59:20;79;SE;19:02:03;22;ENE;63872;1 63872U 25094J   26027.25952287 -.00005509  00000-0 -45390-3 0  9998;2 63872  70.0037 339.0655 0001775 299.8412  60.2570 14.98363067 40990
Resurs 01 Rocket;1.7;18:55:08;10;SE;18:59:25;54;ENE;19:03:44;10;NNW;23343;1 23343U 94074B   26027.55201816  .00000851  00000-0  12081-3 0  9993;2 23343  97.7160  60.0266 0006654   8.4298 144.5756 14.79355466681163
STARLINK-33901;3.7;18:55:20;10;SW;18:59:34;79;SE;19:02:17;22;ENE;63878;1 63878U 25094Q   26027.33335648  .00031061  00000-0  26000-2 0  9995;2 63878  70.0021 338.8742 0003191 273.7356 123.6906 14.98321781  5732
STARLINK-34938;3.6;18:56:16;21;E;18:57:54;28;NE;19:01:17;10;N;65236;1 65236U 25179B   26027.59426832  .00012293  00000-0  85450-3 0  9994;2 65236  97.6059  72.4369 0001068  74.4439 285.6906 15.05658401 25689
STARLINK-5502;3.8;18:56:19;10;WNW;19:00:33;63;NNE;19:03:11;22;E;55644;1 55644U 23021S   26027.45711676  .00000154  00000-0  20675-4 0  9990;2 55644  69.9999 288.4799 0002803 266.7012  93.3827 14.98329303162611
ARIANE 5 R/B;3.3;18:56:25;10;S;19:01:32;58;WSW;19:06:37;10;NNW;27387;1 27387U 02009B   26027.51482531  .00000181  00000-0  76495-4 0  9999;2 27387  98.8167  42.3440 0032086 179.4914 180.6310 14.36758848253114
Cosmos 2333;4.2;18:56:42;10;WNW;19:02:26;83;NNE;19:08:02;10;ESE;24297;1 24297U 96051A   26027.64438512  .00000246  00000-0  15509-3 0  9990;2 24297  70.9025 270.8498 0023779 169.5178 190.6444 14.13808350516432
Cosmos 1459 Rocket;4.1;18:56:48;10;NNW;19:02:44;51;ENE;19:08:41;10;SE;14059;1 14059U 83042B   26027.56483267  .00000175  00000-0  15499-3 0  9998;2 14059  82.9684 245.7893 0043637  67.8032 292.7747 13.79113272149069
STARLINK-35000;4.1;18:56:54;19;NE;18:57:28;19;NE;19:00:20;10;N;65278;1 65278U 25184F   26027.59344668  .00008654  00000-0  60348-3 0  9997;2 65278  97.6038  82.0958 0001652  86.5782 273.5633 15.05635519 25113
STARLINK-34003;3.5;18:57:15;10;W;19:00:40;56;NNW;19:02:29;25;ENE;63882;1 63882U 25094U   26027.53608288  .00107690  00000-0  24259-2 0  9991;2 63882  70.0042 316.3715 0002936 270.5284  89.5562 15.42743853 41581
STARLINK-36224;2.2;18:57:27;10;WNW;19:00:55;67;NNE;19:02:53;23;E;67203;1 67203U 25304M   26027.40406325  .00061813  00000-0  14025-2 0  9996;2 67203  70.0012 281.2202 0003280 273.5533  86.5274 15.42735153  7632
Cosmos 1315 Rocket;3.9;18:57:31;10;NNW;19:00:30;22;NE;19:00:58;21;NE;12904;1 12904U 81103B   26027.59306504  .00008389  00000-0  37763-3 0  9995;2 12904  81.1576 261.6321 0014360  65.1907 295.0816 15.20866243966985
STARLINK-5580;3.9;18:57:35;10;SW;19:01:44;56;SE;19:04:12;23;ENE;55748;1 55748U 23028H   26027.59549985 -.00001813  00000-0 -14420-3 0  9994;2 55748  70.0039 348.1092 0002521 267.4295  92.6576 14.98341443159889
STARLINK-4328;4.3;18:57:40;16;NE;19:00:21;32;E;19:03:57;10;SSE;53071;1 53071U 22077AE  26027.45559087  .00004200  00000-0  29497-3 0  9994;2 53071  97.6037 210.6573 0000599  69.2437 290.8854 15.05667461194784
STARLINK-32589;3.8;18:57:53;10;WNW;19:02:09;83;SW;19:06:17;11;SE;62183;1 62183U 24225W   26027.65716960  .00004561  00000-0  38974-3 0  9992;2 62183  70.0028 268.1169 0002642 273.4745  86.6112 14.98337593 63722
STARLINK-32565;3.8;18:58:08;10;WNW;19:02:23;82;SW;19:06:35;10;SE;62182;1 62182U 24225V   26027.39027353  .00004693  00000-0  40079-3 0  9998;2 62182  70.0033 268.3939 0001763 269.4051  90.6907 14.98333420 63690
Cosmos 2322 Rocket;2.2;18:58:17;10;WNW;19:03:59;89;SW;19:09:40;10;SE;23705;1 23705U 95058B   26027.64543856 -.00000127  00000-0 -40612-4 0  9991;2 23705  71.0197 266.4278 0012978 192.2288 167.8522 14.15488034562044
STARLINK-34749;3.6;18:58:32;22;E;18:59:54;27;NE;19:03:16;10;N;65675;1 65675U 25211Z   26027.59562958  .00004194  00000-0  29468-3 0  9996;2 65675  97.6060  73.6386 0001849  86.6501 273.4937 15.05651779 20867
STARLINK-4333;4.3;18:58:38;14;NNE;19:01:46;35;E;19:05:30;10;SSE;53088;1 53088U 22077AX  26027.45535074 -.00000180  00000-0 -94544-5 0  9994;2 53088  97.6055 209.8541 0001111  42.2678 317.8632 15.01259175194730
