SatName;Magnitude;StartTime;StartAlt;StartAz;HiTime;HiAlt;HiAz;EndTime;EndAlt;EndAz;NORAD;TLE1;TLE2
Cosmos 2263 Rocket;2.5;06:17:32;45;NW;06:19:04;62;NNE;06:24:45;10;E;22803;1 22803U 93059B   26027.61028076 -.00000134  00000-0 -42458-4 0  9995;2 22803  70.9902  97.7593 0019583 272.4649  87.4233 14.17223388673714
STARLINK-36215;3.5;06:18:01;37;NE;06:18:01;37;NE;06:20:23;10;ENE;67100;1 67100U 25298AB  26027.52439970  .00099605  00000-0  22511-2 0  9998;2 67100  70.0006 123.3575 0001573 251.5048 108.5963 15.42683243  6923
Meteor 2-5 Rocket;3.7;06:18:09;10;NNW;06:24:02;73;WSW;06:29:58;10;S;11608;1 11608U 79095B   26027.47014649  .00000198  00000-0  11113-3 0  9996;2 11608  81.2108  37.1058 0053900 323.2156  36.5319 14.06541671372038
Cosmos 1339 Rocket;4.4;06:18:19;10;NNW;06:24:14;55;W;06:30:13;10;S;13066;1 13066U 82012B   26027.49520118  .00000021  00000-0  52280-5 0  9991;2 13066  82.8959  25.7054 0044932  74.6107  36.7596 13.77376440208030
Okean 3 Rocket;4.1;06:18:48;49;NNW;06:18:48;49;NNW;06:22:20;10;NNE;21398;1 21398U 91039B   26027.46781948  .00000843  00000-0  10361-3 0  9998;2 21398  82.5231 174.9676 0019452 304.0628  55.8739 14.81797199848294
STARLINK-35840;2.8;06:19:07;73;SE;06:19:07;73;SE;06:22:57;10;ESE;66834;1 66834U 25280P   26027.52760813  .00004061  00000-0  34073-3 0  9994;2 66834  70.0025  78.1024 0002249 287.2260  72.8653 14.99144138  9913
STARLINK-36068;2.8;06:19:19;73;SE;06:19:19;73;SE;06:23:08;10;ESE;66845;1 66845U 25280AA  26027.79477006  .00223740  00000-0  17936-1 0  9998;2 66845  70.0045  77.4316 0006191   8.0914 352.0344 14.98819229  9951
STARLINK-35788;2.8;06:19:30;73;SE;06:19:30;73;SE;06:23:19;10;ESE;66831;1 66831U 25280L   26027.66670139 -.00058212  00000-0 -48819-2 0  9998;2 66831  69.9999  77.7537 0003787 230.3464 158.9407 14.98560629  5885
Cosmos 1441 Rocket;4.0;06:19:45;42;E;06:19:45;42;E;06:22:33;10;SE;13819;1 13819U 83010B   26027.52134509  .00018431  00000-0  38905-3 0  9995;2 13819  81.1024  52.6710 0016935 185.0468 175.0609 15.44912709351589
STARLINK-34385;3.8;06:20:00;74;NE;06:20:00;74;NE;06:23:56;10;ENE;64352;1 64352U 25126J   26027.46580870  .00010179  00000-0  85927-3 0  9993;2 64352  70.0017 138.5318 0002937 273.2920  86.7903 14.98346182 34503
STARLINK-34444;3.8;06:20:01;74;NE;06:20:01;74;NE;06:23:59;10;ENE;64369;1 64369U 25126AB  26027.53257758 -.00062936  00000-0 -52979-2 0  9995;2 64369  69.9993 138.3585 0004666 292.9124  67.1542 14.98442384 34514
Cosmos 921 Rocket;3.0;06:20:15;72;NNE;06:20:15;72;NNE;06:24:01;10;NE;10096;1 10096U 77055B   26027.46793658  .00001386  00000-0  13682-3 0  9996;2 10096  75.8333 164.0045 0040217 102.5879 257.9816 14.91940461630425
Cosmos 2154 Rocket;3.9;06:20:21;19;SSW;06:25:01;88;ESE;06:31:18;10;NNE;21667;1 21667U 91059B   26027.49451578  .00000211  00000-0  20384-3 0  9990;2 21667  82.9066 185.8942 0021784 121.4906 298.1634 13.75273874727845
COSMO-SKYMED 1;3.8;06:21:55;10;SSE;06:23:54;28;S;06:23:54;28;S;31598;1 31598U 07023A   26027.60636637  .00006536  00000-0  58491-3 0  9992;2 31598  97.8854 218.3208 0001500  87.9249 272.2144 14.96188926  8765
STARLINK-5604;3.7;06:22:04;76;SE;06:22:04;76;SE;06:26:15;10;ENE;55420;1 55420U 23014AF  26027.60152111  .00000879  00000-0  81458-4 0  9994;2 55420  70.0012 148.0788 0003028 273.1040  86.9773 14.98329200166397
Meteor 2-19 Rocket;4.3;06:23:17;10;NNW;06:29:16;62;W;06:35:14;10;S;20671;1 20671U 90057B   26027.47559121  .00000059  00000-0  39144-4 0  9997;2 20671  82.5456  31.0302 0016446 116.6430 243.6417 13.84732814798191
Cosmos 158 Rocket;3.7;06:23:26;60;NW;06:24:20;87;NE;06:29:17;10;SE;2802;1 02802U 67045B   26027.53757449  .00000407  00000-0  12007-3 0  9999;2 02802  74.0100  64.9425 0062845  81.9525 278.8757 14.45584415 83074
STARLINK-36228;3.3;06:23:59;40;NE;06:23:59;40;NE;06:26:30;10;ENE;67096;1 67096U 25298X   26027.52854269  .00103821  00000-0  23448-2 0  9990;2 67096  70.0013 123.3733 0002247 262.6612  97.4314 15.42684638  6925
Cosmos 1140 Rocket;3.6;06:24:11;43;SSW;06:25:50;71;SE;06:31:01;10;NE;11574;1 11574U 79089B   26027.54567359  .00000567  00000-0  17957-3 0  9992;2 11574  74.0689 167.1994 0016054 345.8822  14.1883 14.42322332430175
Cosmos 1943 Rocket;2.2;06:24:15;48;SSW;06:25:49;75;SE;06:31:23;10;NE;19120;1 19120U 88039B   26027.47771906  .00000059  00000-0  50634-4 0  9995;2 19120  71.0149 155.6905 0020322  38.4978 321.7592 14.19609123952535
AQUA;3.8;06:25:04;10;NNE;06:29:31;59;NW;06:29:31;59;NW;27424;1 27424U 02022A   26027.63960626  .00001831  00000-0  37607-3 0  9999;2 27424  98.4102 354.2809 0001844  63.7090 108.5242 14.61867354262735
STARLINK-35957;2.7;06:25:05;78;SSE;06:25:05;78;SSE;06:29:04;10;SE;66823;1 66823U 25280C   26027.53184820  .00005768  00000-0  49050-3 0  9997;2 66823  70.0002  78.1181 0003025 269.0955  90.9857 14.98352170  9915
STARLINK-35886;2.7;06:25:20;78;SSE;06:25:20;78;SSE;06:29:20;10;SE;66838;1 66838U 25280T   26027.53204347  .00055484  00000-0  46250-2 0  9998;2 66838  70.0023  78.1158 0002392 318.5745  41.5232 14.98298304  9918
Cosmos 1727 Rocket;4.1;06:25:37;10;NNW;06:31:50;75;ENE;06:38:02;10;SSE;16511;1 16511U 86008B   26027.50072276  .00000031  00000-0  16144-4 0  9996;2 16511  82.9410  46.3601 0025209 130.7447 339.8517 13.75985963  8644
STARLINK-34678;4.5;06:25:51;10;ESE;06:29:17;29;NE;06:32:23;12;N;65443;1 65443U 25194K   26027.53967638  .00012259  00000-0  85224-3 0  9990;2 65443  97.6030 243.8005 0002494  93.7952 266.3560 15.05651691 23456
Cosmos 489 Rocket;4.3;06:25:55;40;NW;06:28:15;70;SW;06:34:28;10;SSE;6020;1 06020U 72035B   26027.49842714  .00000013  00000-0  34502-4 0  9993;2 06020  74.0207  55.7978 0019860  49.9283  61.0507 13.79146310702597
STARLINK-34397;3.7;06:26:00;77;N;06:26:00;77;N;06:30:06;10;ENE;64356;1 64356U 25126N   26027.53674384  .00010361  00000-0  87456-3 0  9991;2 64356  70.0005 138.3742 0003357 277.6659  82.4119 14.98342217 34515
STARLINK-36170;3.3;06:27:06;42;NE;06:27:06;42;NE;06:29:42;10;ENE;67083;1 67083U 25298J   26027.40102324  .00076992  00000-0  17467-2 0  9993;2 67083  70.0009 123.7330 0002867 271.9474  88.1379 15.42668232  6908
Resurs 1-4 Rocket;2.6;06:27:25;10;NNE;06:32:13;40;NW;06:32:13;40;NW;25400;1 25400U 98043G   26027.47537751  .00000153  00000-0  82872-4 0  9991;2 25400  98.8188 340.5646 0010618 129.9474 230.2640 14.26039184433112
Cosmos 2344;3.8;06:29:05;41;WSW;06:31:28;55;SSW;06:40:09;10;SE;24827;1 24827U 97028A   26027.64235861  .00000019  00000-0  71070-3 0  9999;2 24827  63.3056  81.6402 1088545  67.9149  93.0537 11.07974489158984
STARLINK-35076;4.4;06:29:42;10;ESE;06:33:12;30;NE;06:36:22;12;N;65457;1 65457U 25194Z   26027.54243523  .00000433  00000-0  34224-4 0  9992;2 65457  97.6031 243.7973 0001963  96.0298 264.1152 15.05650338 23454
STARLINK-35841;3.2;06:29:57;43;NE;06:29:57;43;NE;06:32:36;10;ENE;67086;1 67086U 25298M   26027.53269057  .00094928  00000-0  21499-2 0  9996;2 67086  70.0006 123.3889 0002491 247.3472 112.7447 15.42639409  6927
Cosmos 1633 Rocket;3.6;06:31:44;10;S;06:35:57;56;E;06:40:12;10;NNE;15593;1 15593U 85020B   26027.48038148  .00000964  00000-0  10548-3 0  9991;2 15593  82.5363 195.6641 0012542  79.4813 280.7817 14.86763859190088
STARLINK-34274;3.6;06:32:01;76;NNW;06:32:01;76;NNW;06:36:14;10;ENE;64348;1 64348U 25126E   26027.54091857 -.00005617  00000-0 -46353-3 0  9992;2 64348  70.0052 138.3950 0001610 250.9164 109.1821 14.98319411 34511
STARLINK-34454;3.6;06:32:20;76;NNW;06:32:20;76;NNW;06:36:35;10;ENE;64357;1 64357U 25126P   26027.54131675 -.00887374  00000-0 -83383-1 0  9995;2 64357  70.0011 138.3891 0003563 115.9815 244.1711 14.96881808 34512
Cosmos 1758;3.8;06:33:27;46;NNE;06:33:27;46;NNE;06:36:08;10;NNE;16791;1 16791U 86046A   26027.47468266  .00010330  00000-0  41062-3 0  9991;2 16791  82.4595 185.0773 0015263 116.1690 244.1120 15.25056771159784
STARLINK-35065;4.3;06:33:36;10;ESE;06:37:08;32;NE;06:40:22;12;N;65441;1 65441U 25194H   26027.54521945 -.00000407  00000-0 -24024-4 0  9992;2 65441  97.6038 243.7946 0001561  51.1102 309.0264 15.05628295 23454
Cosmos 2242 Rocket;4.5;06:34:25;11;NNW;06:38:28;48;ENE;06:42:43;10;SE;22627;1 22627U 93024B   26027.54230145  .00000589  00000-0  74406-4 0  9995;2 22627  82.5189  56.1174 0024089 114.5821 245.7906 14.80050292767074
Exosat Rocket;4.5;06:35:06;22;NW;06:41:13;82;NE;06:47:34;10;ESE;14096;1 14096U 83051B   26027.58418413  .00000559  00000-0  96583-3 0  9991;2 14096  72.3002  79.7274 1093443 170.6327 191.7065 12.09980047884203
STARLINK-36222;3.0;06:35:39;45;NNE;06:35:39;45;NNE;06:38:27;10;ENE;67097;1 67097U 25298Y   26027.40695763  .00096151  00000-0  21717-2 0  9994;2 67097  69.9991 123.7522 0003935 196.7538 163.3514 15.42711674  6901
Cosmos 2084;3.8;06:36:13;48;S;06:36:13;48;S;06:40:09;10;ESE;20663;1 20663U 90055A   26027.54121878  .00004595  00000-0  33095-3 0  9995;2 20663  62.7905 115.8932 0023750 181.7028 178.3996 15.05373504930122
SL-24 R/B;4.2;06:36:16;10;NNE;06:40:01;63;ESE;06:43:07;16;S;31699;1 31699U 07026B   26027.49991917  .00001583  00000-0  22796-3 0  9995;2 31699  97.4441  14.6013 0335286  76.0285  36.3739 14.45703571979192
CZ-4C R/B;3.3;06:36:41;36;SW;06:37:13;36;SW;06:44:12;10;SSE;36416;1 36416U 10009D   26027.55752917  .00001576  00000-0  31898-3 0  9999;2 36416  63.3876  66.2353 0686556   2.3604 358.0405 13.72795134795278
STARLINK-36084;2.6;06:37:06;77;SW;06:37:07;77;SW;06:41:22;10;SE;66829;1 66829U 25280J   26027.54020938  .00008275  00000-0  69994-3 0  9998;2 66829  70.0005  78.1471 0003456 275.3732  84.7033 14.98359577  9912
ARGOS;3.0;06:37:08;10;NNE;06:42:29;69;WNW;06:44:12;43;SW;25634;1 25634U 99008A   26027.62317186  .00000165  00000-0  97330-4 0  9995;2 25634  98.4942 359.1416 0011300  87.7910 272.4561 14.19957371394352
STARLINK-35997;2.6;06:37:20;77;SW;06:37:21;77;SW;06:41:36;10;SE;66843;1 66843U 25280Y   26027.54038075  .00063240  00000-0  52640-2 0  9997;2 66843  70.0004  78.1447 0002965 277.1394  82.9428 14.98301542  9915
STARLINK-35043;4.3;06:37:25;10;ESE;06:41:03;32;NE;06:44:33;11;NNW;65436;1 65436U 25194C   26027.54857462  .00007445  00000-0  59578-3 0  9990;2 65436  97.6047 244.9259 0003721  10.4166 349.7134 15.00462139 23529
STARLINK-34728;4.2;06:37:28;10;ESE;06:41:03;33;NE;06:44:21;12;N;65455;1 65455U 25194X   26027.54798194  .00007971  00000-0  55596-3 0  9997;2 65455  97.6027 243.7911 0002552  47.6688 312.4754 15.05653910 23453
STARLINK-34479;3.6;06:38:01;73;NW;06:38:09;74;NNW;06:42:24;10;ENE;64365;1 64365U 25126X   26027.47832984  .00005224  00000-0  44524-3 0  9997;2 64365  70.0008 138.5701 0002861 255.9917 104.0924 14.98336802 34507
Lacrosse 4 Rocket;1.9;06:38:08;42;S;06:38:44;46;SE;06:42:29;10;ENE;26474;1 26474U 00047B   26027.61158989  .00006335  00000-0  39940-3 0  9993;2 26474  67.9889 155.9872 0036767  86.7855 273.7500 15.09201334386714
STARLINK-36166;2.9;06:38:45;47;NNE;06:38:45;47;NNE;06:41:39;10;ENE;67084;1 67084U 25298K   26027.40912507  .00065193  00000-0  14822-2 0  9999;2 67084  69.9973 123.7583 0004428 301.7425  58.3325 15.42653643  6909
CZ-2D R/B;2.7;06:39:50;10;NNE;06:44:52;39;NW;06:45:19;38;NW;37932;1 37932U 11068C   26027.50609587  .00000314  00000-0  15879-3 0  9998;2 37932  98.8719 341.8019 0035792 305.4188 165.3396 14.22972986736479
STARLINK-35059;4.3;06:40:16;10;ESE;06:43:56;33;NE;06:47:29;11;NNW;65454;1 65454U 25194W   26027.48392246  .00009556  00000-0  76322-3 0  9998;2 65454  97.6047 244.6898 0003383   9.7653 350.3636 15.00460953 23506
STARLINK-35838;2.5;06:40:21;75;SW;06:40:26;75;SW;06:44:38;10;SE;66836;1 66836U 25280R   26027.54235388  .00003785  00000-0  31825-3 0  9996;2 66836  70.0010  78.1537 0002976 269.2701  90.8117 14.99129400  9915
STARLINK-35142;4.2;06:41:21;10;ESE;06:44:58;35;NE;06:48:19;12;NNW;65434;1 65434U 25194A   26027.48428849  .00014813  00000-0  10283-2 0  9990;2 65434  97.6021 243.7036 0001858  90.4019 269.7421 15.05662275 23442
STARLINK-35882;2.9;06:41:38;48;NNE;06:41:38;48;NNE;06:44:35;10;ENE;67088;1 67088U 25298P   26027.54079319  .00017647  00000-0  40518-3 0  9996;2 67088  69.9994 123.4191 0002987 256.3850 103.6999 15.42730832  6922
FengYun 1-2 T;4.4;06:43:08;10;NNE;06:48:45;76;ESE;06:54:16;10;SSW;20855;1 20855U 90081T   26027.50901257  .00000014  00000-0  32710-4 0  9996;2 20855  98.8157  11.8135 0024041 170.6808 300.7541 14.09151964819491
STARLINK-35858;2.6;06:43:12;73;SW;06:43:20;74;SW;06:47:33;10;SE;66833;1 66833U 25280N   26027.54439575 -.00217142  00000-0 -18614-1 0  9992;2 66833  70.0005  78.1624 0003337 281.2112  78.8672 14.98628492  9911
SL-8 Rocket;4.4;06:43:40;10;S;06:49:51;65;E;06:56:01;10;NNE;21088;1 21088U 91006B   26027.50359060  .00000026  00000-0  10146-4 0  9994;2 21088  82.9413 200.6697 0023137 148.0155 231.6503 13.77491969758408
STARLINK-34408;3.6;06:44:02;68;NW;06:44:18;71;NNW;06:48:33;10;ENE;64363;1 64363U 25126V   26027.54923633  .00004470  00000-0  38205-3 0  9996;2 64363  70.0009 138.0168 0003070 268.4925  91.5882 14.98342221 34526
MOS 1-B Rocket;4.0;06:44:13;10;NNE;06:49:58;51;NW;06:51:22;42;W;20491;1 20491U 90013D   26027.49911625  .00000501  00000-0  99250-3 0  9997;2 20491  99.0470 350.0465 0468435 127.5325 236.9318 13.03731573710693
STARLINK-34970;4.1;06:45:16;10;ESE;06:48:55;36;NE;06:52:21;11;NNW;65450;1 65450U 25194S   26027.48707628  .00016493  00000-0  11449-2 0  9994;2 65450  97.6037 243.7161 0001479 104.1465 255.9926 15.05638531 23448
Cosmos 2251 Rocket;4.5;06:47:18;10;S;06:52:22;47;ESE;06:57:27;10;NE;22676;1 22676U 93036B   26027.49572614  .00000397  00000-0  14742-3 0  9999;2 22676  74.0408 184.4458 0017989 164.7035 195.4665 14.35240601706119
STARLINK-34988;4.2;06:47:43;10;ESE;06:51:25;35;NE;06:55:05;10;NNW;65453;1 65453U 25194V   26027.48912800  .00006761  00000-0  53024-3 0  9990;2 65453  97.6045 245.1574 0001422  80.9180 279.2206 15.01271034 23534
SJ-11-01;4.3;06:47:45;10;NNE;06:52:25;80;ESE;06:56:57;11;SSW;36088;1 36088U 09061A   26027.64466434  .00001079  00000-0  21683-3 0  9995;2 36088  97.9926  12.7414 0012249 103.7258  15.9229 14.63497871863939
H-2A R/B;3.4;06:48:34;10;NNE;06:52:28;74;ESE;06:54:38;25;S;39771;1 39771U 14029F   26027.48145286  .00009920  00000-0  56742-3 0  9995;2 39771  98.1903  13.0629 0007107 265.4224  94.6193 15.12874995637582
Cosmos 1743 Rocket;3.4;06:48:53;60;WSW;06:49:30;71;WNW;06:53:52;10;NNE;16720;1 16720U 86034B   26027.57484525  .00000933  00000-0  10469-3 0  9992;2 16720  82.5537 185.4906 0019992 148.8094 307.2862 14.85618778124768
STARLINK-35717;2.6;06:49:07;67;WSW;06:49:23;70;SW;06:53:36;10;SE;66839;1 66839U 25280U   26027.48178188 -.00011135  00000-0 -92373-3 0  9991;2 66839  69.9998  78.3418 0004440 299.3488  60.7228 14.98456499  9902
STARLINK-35068;4.0;06:49:09;10;ESE;06:52:49;38;NE;06:56:18;11;NNW;65438;1 65438U 25194E   26027.55628961  .00008872  00000-0  61822-3 0  9993;2 65438  97.6023 243.7790 0001531  83.8595 276.2807 15.05653952 23452
STARLINK-35958;2.6;06:49:11;67;WSW;06:49:27;70;SW;06:53:40;10;SE;66822;1 66822U 25280B   26027.48181352  .00065072  00000-0  53938-2 0  9990;2 66822  70.0042  78.3473 0007826 211.0516 149.0182 14.98434648  9904
Cosmos 2227;4.5;06:49:33;39;WNW;06:51:29;58;N;06:57:03;10;E;22284;1 22284U 92093A   26027.63444633  .00000404  00000-0  23811-3 0  9997;2 22284  70.9796 117.9961 0016694  95.7288 264.5738 14.13759404706968
STARLINK-34484;3.6;06:50:03;63;WNW;06:50:28;69;NNW;06:54:43;10;ENE;64366;1 64366U 25126Y   26027.48665432  .00007293  00000-0  61834-3 0  9992;2 64366  70.0022 138.1994 0002859 259.1527 100.9311 14.98329880 35722
STARLINK-34436;3.6;06:50:17;63;WNW;06:50:43;69;NNW;06:54:57;10;ENE;64358;1 64358U 25126Q   26027.55357808  .00006099  00000-0  51833-3 0  9997;2 64358  70.0016 138.0317 0003311 273.4227  86.6553 14.98343502 34526
Cosmos 2219;3.5;06:50:24;35;NW;06:52:49;63;NNE;06:58:33;10;E;22219;1 22219U 92076A   26027.63411769 -.00000208  00000-0 -84445-4 0  9995;2 22219  71.0607 103.8986 0020768 264.0753  95.8002 14.14080207712577
PAYLOAD A;3.8;06:50:39;10;NNE;06:55:31;80;WNW;06:58:37;24;SSW;27840;1 27840U 03031A   26027.48981536  .00000300  00000-0  10464-3 0  9990;2 27840  98.6143   6.3673 0097762  41.9303 318.9318 14.39781223185759
STARLINK-36159;2.7;06:50:39;50;N;06:50:39;50;N;06:53:51;10;ENE;67079;1 67079U 25298E   26027.54707856  .00081888  00000-0  18460-2 0  9998;2 67079  69.9990 123.8535 0003026 276.0563  84.0274 15.42835375  6914
ADEOS Rocket;3.6;06:52:33;10;NNE;06:58:45;41;NW;07:00:28;34;WNW;24279;1 24279U 96046C   26027.61036880  .00000030  00000-0  82508-4 0  9998;2 24279  98.7427 342.9471 0299193 182.4808 351.1938 13.47464635447634
TIMED;4.4;06:52:46;61;WNW;06:53:08;65;NW;06:57:24;10;NE;26998;1 26998U 01055B   26027.62389615  .00002971  00000-0  27600-3 0  9999;2 26998  74.0687 157.9615 0001688 320.8314  39.2748 14.94870255309815
STARLINK-35009;3.9;06:53:04;10;SE;06:56:46;39;NE;07:00:20;11;NNW;65449;1 65449U 25194R   26027.55906654  .00006467  00000-0  45192-3 0  9993;2 65449  97.6023 243.9294 0001723  84.0159 276.1264 15.05656378 23469
Cosmos 1666 Rocket;3.5;06:53:30;14;SSW;06:57:20;85;ESE;07:01:50;10;NNE;15890;1 15890U 85058B   26027.49515246  .00000918  00000-0  10281-3 0  9995;2 15890  82.5250 193.6403 0018607 279.1200  80.7911 14.85727055170341
Cosmos 2208 Rocket;4.4;06:55:00;27;NW;06:57:50;63;NE;07:03:10;10;ESE;22081;1 22081U 92053B   26027.56280747  .00000364  00000-0  13654-3 0  9993;2 22081  74.0427  85.1302 0035445   1.0771 359.0450 14.34795432749294
STARLINK-35890;2.6;06:55:08;61;WSW;06:55:33;66;SW;06:59:44;10;SE;66835;1 66835U 25280Q   26027.55273259  .00008925  00000-0  75423-3 0  9998;2 66835  70.0006  78.1901 0003475 272.2116  87.8645 14.98360841  9910
Helios 1A Rocket;3.7;06:55:14;10;SSE;06:57:05;30;S;06:57:05;30;S;23608;1 23608U 95033D   26027.62108325  .00045802  00000-0  10061-2 0  9992;2 23608  98.2894 226.0459 0007198 177.0523 183.0766 15.43864245660442
Cosmos 773 Rocket;4.3;06:55:17;27;NW;06:58:07;64;NE;07:03:23;10;ESE;8344;1 08344U 75094B   26027.56207253  .00000425  00000-0  14137-3 0  9991;2 08344  74.0551  84.4605 0022989 276.9893  82.8647 14.40570040638113
STARLINK-5623;4.5;06:55:24;26;SSW;06:57:31;50;SE;07:01:37;10;ENE;55405;1 55405U 23014Q   26027.49327160  .00000677  00000-0  64524-4 0  9993;2 55405  70.0005 168.3654 0002168 261.8390  98.2523 14.98334670165884
STARLINK-34483;3.7;06:55:44;59;WNW;06:56:17;67;NNW;07:00:31;10;ENE;64367;1 64367U 25126Z   26027.42377212  .00708396  00000-0  53661-1 0  9992;2 64367  70.0026 138.3772 0007806 222.6739 137.3815 14.99821782 34507
Cosmos 2341 Rocket;4.3;06:56:00;10;S;07:02:21;73;E;07:08:41;10;NNE;24773;1 24773U 97017B   26027.51185103  .00000226  00000-0  22460-3 0  9995;2 24773  82.9199 200.9817 0024174 187.0670 188.9756 13.73963250442594
CENTAUR R/B;3.7;06:56:18;12;SSW;07:01:48;44;SE;07:09:09;10;ENE;26906;1 26906U 01040B   26027.65899179  .00000161  00000-0  13873-3 0  9992;2 26906  63.4217 160.5827 0616245 341.4528  16.4891 13.45131595 84501
Cosmos 1570 Rocket;4.2;06:56:51;28;NW;06:59:41;71;NE;07:04:55;10;ESE;15032;1 15032U 84056B   26027.56353011  .00000324  00000-0  11999-3 0  9996;2 15032  74.0685  80.9646 0016637 174.0031 186.1325 14.36085917178001
STARLINK-35005;3.8;06:56:58;10;SE;07:00:42;41;NE;07:04:19;11;NNW;65456;1 65456U 25194Y   26027.49537787  .00004242  00000-0  29800-3 0  9998;2 65456  97.6023 243.8595 0002351  83.8428 276.3066 15.05650894 23452
Cosmos 2278 Rocket;2.1;06:57:28;34;SW;07:00:04;89;SSE;07:05:48;10;ENE;23088;1 23088U 94023B   26027.64283224 -.00000155  00000-0 -55195-4 0  9999;2 23088  71.0003 157.0893 0004235 322.9406  37.1423 14.15006456640289
STARLINK-34335;3.7;06:57:41;57;WNW;06:58:20;67;NNW;07:02:36;10;ENE;64362;1 64362U 25126U   26025.75526138 -.00208711  00000-0 -18262-1 0  9990;2 64362  70.0012 142.5928 0002820 237.8474 122.2411 14.97794534 34251
STARLINK-5224;3.6;06:58:08;59;WSW;06:58:54;82;NNW;07:03:10;10;ENE;55397;1 55397U 23014G   26027.49305925 -.00000473  00000-0 -31841-4 0  9990;2 55397  70.0006 148.4812 0003088 270.4133  89.6672 14.98321773166377
Cosmos 371 Rocket;4.2;06:58:22;10;SSW;07:02:58;47;ESE;07:07:34;10;NE;4579;1 04579U 70083B   26027.50060443  .00001254  00000-0  24746-3 0  9990;2 04579  74.0008 185.3059 0009347 146.5666 213.6094 14.63533295934220
CZ-2C R/B;2.1;06:58:30;10;NNE;07:03:03;65;WNW;07:04:36;39;SW;36089;1 36089U 09061B   26027.49399411  .00000730  00000-0  18400-3 0  9995;2 36089  98.4406   4.2956 0079138 111.3800 249.5862 14.52273813857661
STARLINK-35224;4.5;06:58:39;10;ESE;07:02:05;29;NE;07:05:31;10;NNW;65811;1 65811U 25218W   26027.56242628  .00009004  00000-0  62730-3 0  9995;2 65811  97.6028 252.4554 0002252  76.8075 283.3403 15.05655696 18781
STARLINK-36227;2.6;06:58:43;50;N;06:58:43;50;N;07:02:07;10;ENE;67095;1 67095U 25298W   26027.55267832  .00061738  00000-0  14038-2 0  9991;2 67095  69.9986 123.4572 0003495 278.8801  81.1985 15.42670815  6923
ACS3 Solar Sail;2.7;06:59:08;10;NNE;07:04:13;29;NW;07:05:17;27;NW;59588;1 59588U 24077B   26027.42922137  .00023532  00000-0  19605-1 0  9999;2 59588  97.2307 337.8136 0048424 212.6904 147.1260 13.87832752 88476
Cosmos 2184 Rocket;3.9;07:00:05;22;SW;07:04:13;62;WNW;07:10:23;10;NNE;21938;1 21938U 92020B   26027.52239845  .00000201  00000-0  19212-3 0  9992;2 21938  82.9310 184.3193 0029961  54.3870  10.0651 13.75542334695472
DMSP B5D1-3;4.4;07:00:29;10;S;07:05:30;63;WSW;07:10:34;10;NNW;10820;1 10820U 78042A   26027.50502236  .00000899  00000-0  31183-3 0  9997;2 10820  98.4523 224.6202 0010155  52.2432 307.9673 14.37938259492799
Cosmos 44 Rocket;3.7;07:00:37;42;WSW;07:01:52;53;SSW;07:06:55;10;SE;877;1   877U 64053B   26027.63080114  .00000585  00000-0  13763-3 0  9991;2   877  65.0768  91.6097 0077525 305.2961  54.0905 14.61323394260793
STARLINK-35050;3.7;07:00:52;10;SE;07:04:38;43;ENE;07:08:18;11;NNW;65440;1 65440U 25194G   26027.56460523  .00010899  00000-0  75819-3 0  9998;2 65440  97.6016 243.9221 0002475  82.2373 277.9134 15.05658192 23466
STARLINK-35959;2.7;07:01:15;56;WSW;07:01:46;62;SW;07:05:56;10;SE;66827;1 66827U 25280G   26027.49020083  .00050640  00000-0  42144-2 0  9991;2 66827  70.0014  78.3756 0004081 208.4472 151.6465 14.98390340  9906
STARLINK-36073;2.7;07:01:23;56;WSW;07:01:54;62;SW;07:06:05;10;SE;66844;1 66844U 25280Z   26027.49031143  .00074140  00000-0  61646-2 0  9998;2 66844  70.0004  78.3737 0002817 254.3548 105.7300 14.98275733  9874
STARLINK-5071;4.4;07:01:24;25;SSW;07:03:38;53;SE;07:07:47;10;ENE;55402;1 55402U 23014M   26027.63096703 -.00001011  00000-0 -76967-4 0  9991;2 55402  70.0004 168.0431 0002946 269.4647  90.6175 14.98340173165900
STARLINK-34426;3.8;07:02:03;54;WNW;07:02:47;65;NNW;07:07:01;10;ENE;64345;1 64345U 25126B   26027.56175572  .00008880  00000-0  75076-3 0  9995;2 64345  70.0005 138.0613 0003021 265.4443  94.6371 14.98346347 34525
STARLINK-34431;3.8;07:02:18;54;WNW;07:03:02;65;NNW;07:07:17;10;ENE;64353;1 64353U 25126K   26027.49516557  .00005660  00000-0  48160-3 0  9995;2 64353  70.0011 138.2342 0003211 267.8815  92.1976 14.98341050 34511
Cosmos 2297 Rocket;2.1;07:02:28;34;WNW;07:05:03;77;SW;07:10:43;10;SE;23405;1 23405U 94077B   26027.56981136 -.00000171  00000-0 -62682-4 0  9996;2 23405  70.9825  79.0000 0004781 249.1559 110.9052 14.15558539610414
STARLINK-35390;4.4;07:02:30;10;ESE;07:05:59;30;NE;07:09:27;10;NNW;65796;1 65796U 25218F   26027.49872234  .00011690  00000-0  81231-3 0  9992;2 65796  97.6039 252.3850 0002005  68.3688 291.7752 15.05683643 18777
Meteor 2-10 Rocket;3.7;07:02:47;32;SW;07:05:13;60;WNW;07:10:52;10;NNE;14453;1 14453U 83109B   26027.50535367  .00000242  00000-0  92554-4 0  9996;2 14453  81.1661 179.9819 0103135 319.0620  40.2846 14.25424663195501
