SatName;Magnitude;StartTime;StartAlt;StartAz;HiTime;HiAlt;HiAz;EndTime;EndAlt;EndAz;NORAD;TLE1;TLE2
ADEOS II;2.7;07:03:44;10;NNE;07:08:26;35;NW;07:09:12;33;WNW;27597;1 27597U 02056A   26027.50042450  .00000618  00000-0  26076-3 0  9999;2 27597  98.7700 345.7132 0002017 100.8979 259.2430 14.29250710204419
STARLINK-36060;2.6;07:04:26;50;NNW;07:04:35;50;N;07:07:59;10;ENE;67090;1 67090U 25298R   26027.42696129  .00097259  00000-0  21990-2 0  9999;2 67090  69.9983 123.8248 0005016 307.1211  52.9512 15.42670876  6908
STARLINK-34920;3.6;07:04:47;10;SE;07:08:34;46;ENE;07:12:18;11;NNW;65447;1 65447U 25194P   26027.56738625  .00005572  00000-0  39016-3 0  9997;2 65447  97.6007 243.9175 0002896  82.1301 278.0254 15.05637896 23461
Cosmos 962 Rocket;4.5;07:06:13;10;SSW;07:12:27;90;SE;07:18:47;10;NNE;10461;1 10461U 77107B   26027.45441860  .00000164  00000-0  15011-3 0  9995;2 10461  82.9482 197.2840 0032851 343.9873  74.2473 13.77129252423469
Meteor 1-22 Rocket;4.3;07:06:22;10;SSW;07:12:13;83;ESE;07:17:52;10;NNE;8294;1 08294U 75087B   26027.51191497  .00000231  00000-0  12003-3 0  9999;2 08294  81.2078 195.1536 0102427 161.6107 198.8812 14.09076253587586
STARLINK-35289;4.3;07:06:24;10;ESE;07:09:55;31;NE;07:13:27;10;NNW;65809;1 65809U 25218U   26027.50150378  .00016106  00000-0  11174-2 0  9992;2 65809  97.6026 252.3802 0002679  84.8570 275.2962 15.05666203 18778
STARLINK-35768;2.8;07:07:09;51;W;07:07:48;59;SW;07:11:58;10;SE;66832;1 66832U 25280M   26027.82811714  .00002573  00000-0  22330-3 0  9991;2 66832  70.0008  77.5453 0002875 274.8090  85.2740 14.98345741  9950
Cosmos 2292 Rocket;3.1;07:07:14;35;N;07:08:18;61;ENE;07:11:40;10;SSE;23279;1 23279U 94061B   26027.50123676  .00011045  00000-0  55930-3 0  9996;2 23279  82.9574  54.9919 0605778  85.7541 281.2591 14.26923583565524
STARLINK-36240;2.6;07:07:17;49;NNW;07:07:31;50;N;07:10:56;10;ENE;67076;1 67076U 25298B   26027.42894488  .00040104  00000-0  91400-3 0  9992;2 67076  69.9964 123.8339 0007834 305.8087  54.2366 15.42699670  6903
STARLINK-5019;4.3;07:07:25;24;SSW;07:09:46;57;SE;07:13:55;10;ENE;55407;1 55407U 23014S   26027.63513514 -.00002304  00000-0 -18532-3 0  9999;2 55407  70.0004 168.0573 0002664 252.4226 107.6642 14.98340752165905
STARLINK-34301;3.8;07:08:03;49;WNW;07:08:56;64;NNW;07:13:10;10;ENE;64349;1 64349U 25126F   26026.56453468  .00004231  00000-0  36203-3 0  9996;2 64349  70.0004 140.6023 0003321 270.9002  89.1777 14.98344421 34370
STARLINK-33977;3.8;07:08:29;49;WNW;07:09:23;64;NNW;07:13:37;10;ENE;64344;1 64344U 25126A   26027.49957221 -.00834157  00000-0 -77901-1 0  9998;2 64344  70.0009 138.2513 0002367  63.0890 297.0510 14.96947715 35720
Meteor 1-11 Rocket;4.5;07:08:35;31;WNW;07:09:27;33;NW;07:14:28;10;NNE;5918;1 05918U 72022B   26027.50897895  .00000121  00000-0  64784-4 0  9991;2 05918  81.2392 161.6681 0059357 123.6885 236.9963 14.06292346759849
STARLINK-34978;3.5;07:08:40;10;SE;07:12:30;48;ENE;07:16:16;10;NNW;65435;1 65435U 25194B   26027.50368313  .00006063  00000-0  42393-3 0  9999;2 65435  97.6032 243.8494 0002280  83.2533 276.8954 15.05656129 23457
In-Cosmos 22 Rocket;4.1;07:08:47;10;NNW;07:14:24;80;WSW;07:20:08;10;SSE;12646;1 12646U 81075B   26027.45548436  .00000168  00000-0  76805-4 0  9991;2 12646  81.2240  52.5896 0067030   3.9026 106.3993 14.16402356296784
Cosmos 1953;2.3;07:08:47;10;S;07:12:28;72;ESE;07:16:11;10;NNE;19210;1 19210U 88050A   26027.50235889  .00012143  00000-0  44747-3 0  9991;2 19210  82.5074 199.6379 0010320 270.0149  89.9907 15.27643551 31492
Meteor 2-14 Rocket;4.4;07:09:27;10;NNW;07:15:33;63;W;07:21:36;10;S;16736;1 16736U 86039B   26027.50764851  .00000041  00000-0  23670-4 0  9999;2 16736  82.5356  42.6753 0011595 259.6103 100.3751 13.84853320  4893
STARLINK-36193;2.6;07:09:50;48;NNW;07:10:07;50;N;07:13:31;10;ENE;67099;1 67099U 25298AA  26027.30105859  .00088468  00000-0  19948-2 0  9992;2 67099  69.9980 124.6001 0003031 259.1922 100.8919 15.42798087  6875
STARLINK-36097;2.6;07:10:08;48;NNW;07:10:25;50;N;07:13:50;10;ENE;67091;1 67091U 25298S   26027.43091120  .00129124  00000-0  28946-2 0  9996;2 67091  69.9980 123.8390 0003111 263.2809  96.8019 15.42799161  6901
STARLINK-34919;4.3;07:10:17;10;ESE;07:13:50;32;NE;07:17:24;10;NNW;65802;1 65802U 25218M   26027.57073095  .00007547  00000-0  52658-3 0  9994;2 65802  97.6032 252.4435 0002207  79.0322 281.1153 15.05655916 18787
Cosmos 1805 Rocket;3.8;07:10:30;43;WNW;07:10:38;43;WNW;07:14:50;10;NNE;17192;1 17192U 86097B   26027.51625379  .00001023  00000-0  11448-3 0  9992;2 17192  82.5067 180.9321 0016734 156.6379 269.6934 14.85861283 94235
H-2A R/B;3.0;07:10:48;10;NNE;07:13:39;28;NNW;07:13:39;28;NNW;38341;1 38341U 12025E   26027.49912911  .00005776  00000-0  52583-3 0  9993;2 38341  98.4652 351.2842 0046321  87.6199 273.0321 14.94794552742063
Cosmos 2074 Rocket;4.1;07:11:40;20;SW;07:15:59;56;WNW;07:22:11;10;NNE;20578;1 20578U 90036B   26027.53071910  .00000044  00000-0  28883-4 0  9994;2 20578  82.9442 183.7896 0013097 173.5798 252.9845 13.76632727796523
Cosmos 1821 Rocket;4.5;07:11:40;10;S;07:17:53;64;E;07:24:01;10;NNE;17526;1 17526U 87017B   26027.51913150 -.00000008  00000-0 -23555-4 0  9990;2 17526  82.8991 208.2082 0040652 157.9187 202.3733 13.77211696938954
STARLINK-34679;3.4;07:12:35;10;SE;07:16:25;51;ENE;07:20:15;10;NNW;65442;1 65442U 25194J   26027.50645204  .00007755  00000-0  54099-3 0  9999;2 65442  97.6032 243.8459 0002313  84.5453 275.6037 15.05655273 23456
STARLINK-36230;2.6;07:13:00;47;NNW;07:13:22;50;N;07:16:47;10;ENE;67075;1 67075U 25298A   26027.43291656  .00105105  00000-0  23777-2 0  9994;2 67075  69.9981 123.8491 0004289 300.4874  59.5884 15.42624094  6907
STARLINK-5607;4.2;07:13:26;23;SSW;07:15:53;60;SE;07:20:04;10;ENE;55404;1 55404U 23014P   26027.50579509  .00000081  00000-0  14538-4 0  9999;2 55404  70.0013 168.4085 0002858 269.4422  90.6409 14.98335222165880
STARLINK-34476;3.8;07:14:05;45;WNW;07:15:08;62;NNW;07:19:21;10;ENE;64364;1 64364U 25126W   26027.00002315 -.00029798  00000-0 -24993-2 0  9993;2 64364  70.0006 139.5270 0003139 269.6067 256.3061 14.98344052  5780
Timation 2 Rocket;3.9;07:14:07;25;WSW;07:18:03;88;SSE;07:24:11;10;ENE;4159;1 04159U 69082AB  26027.59033740  .00000124  00000-0  18025-3 0  9998;2 04159  69.9623 157.4618 0112972 135.3009 225.7260 13.72886203819283
STARLINK-35373;4.2;07:14:11;10;ESE;07:17:47;34;NE;07:21:23;10;NNW;65792;1 65792U 25218B   26027.50705403  .00015663  00000-0  10872-2 0  9999;2 65792  97.6024 252.3731 0002197  80.4616 279.6859 15.05655493 18778
STARLINK-34291;3.8;07:14:17;45;WNW;07:15:20;62;NNW;07:19:34;10;ENE;64359;1 64359U 25126R   26027.63714938 -.00586303  00000-0 -53429-1 0  9992;2 64359  70.0012 137.9190 0002602   0.5486 359.5675 14.97405581 34531
Envisat;4.0;07:14:25;10;NNE;07:18:39;27;NW;07:19:17;26;NW;27386;1 27386U 02009A   26027.45860610  .00000268  00000-0  10072-3 0  9993;2 27386  98.3662 342.0558 0001234  91.6633  17.5512 14.39020341253241
Cosmos 1500 Rocket;3.9;07:15:06;41;WNW;07:15:25;42;WNW;07:19:41;10;NNE;14373;1 14373U 83099B   26027.50714211  .00001027  00000-0  11409-3 0  9993;2 14373  82.5397 181.1883 0017860 274.8793  85.0384 14.86178708266503
Cosmos 1025 Rocket;3.9;07:15:15;10;NNW;07:19:28;48;ENE;07:23:42;10;SE;10974;1 10974U 78067B   26027.56954651  .00000848  00000-0  85290-4 0  9995;2 10974  82.4787  66.1805 0016172 351.9989   8.0969 14.89952066554282
STARLINK-35792;2.6;07:15:51;46;NNW;07:16:18;50;N;07:19:42;10;ENE;67092;1 67092U 25298T   26027.43488792  .00063597  00000-0  14452-2 0  9990;2 67092  70.0007 123.8528 0002787 288.6419  71.4461 15.42681531  6905
Cosmos 1408 Rocket;4.0;07:15:53;38;NW;07:15:53;38;NW;07:19:49;10;NNE;13553;1 13553U 82092B   26027.51976186  .00001000  00000-0  10952-3 0  9999;2 13553  82.5687 179.8951 0021831  78.7048 347.9737 14.86615848322811
Sich 1;3.9;07:16:20;30;NW;07:16:20;30;NW;07:19:31;10;NNE;23657;1 23657U 95046A   26027.50655293  .00003677  00000-0  33992-3 0  9991;2 23657  82.5242 176.0074 0019870  76.7320 283.6116 14.94165766644979
STARLINK-35080;3.3;07:16:30;10;SE;07:20:22;54;ENE;07:24:14;10;NNW;65437;1 65437U 25194D   26027.50921999  .00005480  00000-0  38362-3 0  9999;2 65437  97.6035 243.8425 0002193  84.0414 276.1063 15.05655339 23452
STARLINK-35842;2.6;07:17:38;46;NNW;07:18:07;50;N;07:21:31;10;ENE;67087;1 67087U 25298N   26027.43614749  .00053739  00000-0  12218-2 0  9992;2 67087  69.9982 124.2711 0002912 255.4825 104.6034 15.42716998  6899
STARLINK-34580;4.1;07:18:03;10;ESE;07:21:41;35;NE;07:25:20;10;NNW;65808;1 65808U 25218T   26027.50980957  .00010265  00000-0  71438-3 0  9995;2 65808  97.6024 252.3713 0002361  78.2757 281.8734 15.05660689 18770
Cosmos 1484 Rocket;4.0;07:18:14;10;NNE;07:21:29;39;E;07:24:45;10;S;14208;1 14208U 83075B   26027.56483132  .00016556  00000-0  45089-3 0  9999;2 14208  97.6127  30.6293 0022953  22.0271 338.1954 15.37306255323836
Meteor 2-21 Rocket;4.4;07:18:29;10;NNW;07:24:44;80;WSW;07:30:56;10;S;22784;1 22784U 93055C   26027.53660507  .00000048  00000-0  30337-4 0  9996;2 22784  82.5476  51.4371 0020690 256.3492 215.0084 13.83543731636278
STARLINK-36236;2.6;07:18:57;45;NNW;07:19:29;50;N;07:22:53;10;E;67078;1 67078U 25298D   26027.37220679  .00120535  00000-0  27163-2 0  9994;2 67078  69.9981 124.0374 0004075 287.9797  72.0941 15.42674287  6890
STARLINK-35982;2.9;07:19:08;43;W;07:20:00;52;SW;07:24:07;10;SSE;66828;1 66828U 25280H   26027.50264316 -.00014106  00000-0 -11768-2 0  9990;2 66828  70.0015  78.4171 0002821 268.1805  91.9031 14.98329880  9909
STARLINK-5630;4.1;07:19:27;22;SW;07:22:01;64;SE;07:26:14;10;ENE;55406;1 55406U 23014R   26027.50997111  .00001845  00000-0  16233-3 0  9996;2 55406  70.0012 168.4255 0003123 269.6683  90.4118 14.98343678165886
Cosmos 1610 Rocket;4.4;07:19:41;10;SSW;07:25:50;65;WNW;07:32:06;10;NNE;15399;1 15399U 84118B   26027.53734751  .00000050  00000-0  35975-4 0  9999;2 15399  82.9453 190.9166 0033589   1.8418  62.2771 13.76443852 68486
STARLINK-34473;3.8;07:20:06;42;WNW;07:21:18;61;NNW;07:25:31;10;ENE;64354;1 64354U 25126L   26027.57428481  .00007339  00000-0  62206-3 0  9995;2 64354  70.0015 138.1080 0003408 268.6186  91.4583 14.98337574 34525
STARLINK-34389;3.8;07:20:06;42;WNW;07:21:19;61;NNW;07:25:32;10;ENE;64351;1 64351U 25126H   26027.50752879 -.00064822  00000-0 -54599-2 0  9993;2 64351  70.0006 138.2702 0004003 277.1040  82.9664 14.98434820 34516
STARLINK-35896;2.9;07:20:15;43;W;07:21:08;51;SW;07:25:13;10;SSE;66824;1 66824U 25280D   26027.57007078  .00010790  00000-0  89228-3 0  9993;2 66824  70.0021  78.2563 0002356 265.5018  94.5872 14.99120397  9911
STARLINK-34991;3.2;07:20:25;10;SE;07:24:18;57;ENE;07:28:12;10;NNW;65446;1 65446U 25194N   26027.57844825  .00009450  00000-0  65810-3 0  9997;2 65446  97.6033 243.9039 0002699  83.8247 276.3288 15.05658188 23461
Meteor 2-16 Rocket;4.4;07:21:18;10;NNW;07:27:26;84;WSW;07:33:33;10;SSE;18313;1 18313U 87068B   26027.51615501  .00000050  00000-0  31187-4 0  9995;2 18313  82.5549  53.5206 0011312 106.5230 253.7174 13.84300753942319
Meteor 1-24 Rocket;4.3;07:21:35;10;NNW;07:27:04;37;W;07:32:28;10;SSW;8800;1 08800U 76032B   26027.51312963  .00000121  00000-0  58813-4 0  9994;2 08800  81.2489  35.6052 0093436 275.3857  83.6660 14.10644053561440
STARLINK-35837;2.9;07:21:37;42;W;07:22:31;50;SW;07:26:36;10;SSE;66840;1 66840U 25280V   26027.43756588  .00000503  00000-0  48954-4 0  9996;2 66840  70.0009  78.5922 0002754 264.9135  95.1710 14.99151011  9894
STARLINK-5073;4.0;07:21:44;26;SE;07:21:50;27;SE;07:23:46;10;ENE;55427;1 55427U 23014AN  26027.87318836  .00991102  65270-3  73848-3 0  9992;2 55427  69.9900 173.7093 0006055 279.9978  80.0557 16.15349982165785
STARLINK-36200;2.6;07:21:49;44;NNW;07:22:24;50;N;07:25:49;10;E;67101;1 67101U 25298AC  26027.43902663  .00064837  00000-0  14711-2 0  9995;2 67101  69.9992 123.8692 0002806 236.9499 123.1414 15.42721685  6902
STARLINK-35047;4.0;07:21:57;10;ESE;07:25:37;37;NE;07:29:18;10;NNW;65806;1 65806U 25218R   26027.57903836  .00007762  00000-0  54144-3 0  9994;2 65806  97.6020 252.4339 0002371  86.7784 273.3714 15.05655049 18783
Cosmos 1269 Rocket;4.0;07:22:04;27;WSW;07:24:58;71;NW;07:30:17;10;NE;12443;1 12443U 81041B   26027.65642371  .00000484  00000-0  17552-3 0  9998;2 12443  74.0538 166.6500 0004832 221.2954 138.7834 14.36010206339078
Meteor 2-21;4.4;07:22:32;10;NNW;07:28:42;64;W;07:34:46;10;S;22782;1 22782U 93055A   26027.53920654  .00000077  00000-0  55978-4 0  9996;2 22782  82.5468  46.4157 0021149 241.7493 229.6445 13.84017872636592
STARLINK-36243;2.6;07:24:56;42;NW;07:25:36;50;N;07:28:59;10;E;67077;1 67077U 25298C   26027.44118279  .00061612  00000-0  13991-2 0  9997;2 67077  70.0018 123.8799 0003812 184.4529 175.6620 15.42710152  6901
SL-08 RB Rocket;4.0;07:24:59;10;NNE;07:29:17;44;NW;07:30:51;32;W;26387;1 26387U 00033D   26027.51067782  .00002271  00000-0  35419-3 0  9992;2 26387  97.8228   4.1919 0024262 355.4309   4.6675 14.73660433627676
STARLINK-35715;3.0;07:25:11;40;W;07:26:10;49;SW;07:30:15;10;SSE;66841;1 66841U 25280W   26027.10628932 -.00018376  00000-0 -15344-2 0  9996;2 66841  69.9998  79.4415 0002608 241.0542 119.0355 14.98378586  9845
STARLINK-35414;3.9;07:25:50;10;ESE;07:29:32;39;NE;07:33:15;10;NNW;65798;1 65798U 25218H   26027.24951641  .00012012  00000-0  83502-3 0  9999;2 65798  97.6022 252.1011 0001957  81.2625 278.8823 15.05661590 18736
STARLINK-35476;3.0;07:25:54;39;W;07:26:55;48;SW;07:31:00;10;SSE;66825;1 66825U 25280E   26026.70591765 -.00205691  00000-0 -17995-1 0  9997;2 66825  70.0001  80.4553 0002274 210.1485 149.9544 14.97784139  9781
STARLINK-34270;3.9;07:26:06;39;WNW;07:27:28;60;N;07:31:41;10;ENE;64355;1 64355U 25126M   26027.57846116  .00007070  00000-0  59960-3 0  9990;2 64355  70.0018 138.1208 0002530 267.6513  92.4356 14.98339815 35732
STARLINK-34458;3.9;07:26:20;39;WNW;07:27:42;60;N;07:31:55;10;ENE;64360;1 64360U 25126S   26027.57862109  .00008599  00000-0  72732-3 0  9995;2 64360  70.0012 138.1173 0003357 277.7970  82.2808 14.98343548 34523
NOAA 12;4.0;07:27:26;10;NNE;07:32:43;89;WNW;07:37:59;10;SSW;21263;1 21263U 91032A   26027.51635074  .00000227  00000-0  11170-3 0  9991;2 21263  98.6096  18.1758 0014778  80.1316 280.1532 14.26701991804902
STARLINK-35763;2.6;07:27:46;41;NW;07:28:31;51;N;07:31:55;10;E;67089;1 67089U 25298Q   26027.37832222  .00104411  00000-0  23469-2 0  9999;2 67089  69.9983 124.0583 0003516 280.9695  79.1091 15.42822056  6898
Cosmos 1703 Rocket;4.0;07:27:56;37;W;07:28:14;37;W;07:32:15;10;SSW;16263;1 16263U 85108B   26027.53032499  .00000864  00000-0  97029-4 0  9991;2 16263  82.5005  39.8414 0020547  58.9494  59.1750 14.85462476149813
Meteor 1-16 Rocket;4.5;07:28:05;10;S;07:33:21;65;ESE;07:38:38;10;NNE;7210;1 07210U 74011B   26027.52662262  .00000336  00000-0  16601-3 0  9990;2 07210  81.2341 206.0442 0081363  68.7492 292.2346 14.13615195674119
STARLINK-5085;3.7;07:28:11;38;W;07:29:41;69;NNW;07:33:56;10;ENE;55392;1 55392U 23014B   26027.44713879 -.00001491  00000-0 -11723-3 0  9998;2 55392  70.0013 148.3366 0002995 271.7272  88.3544 14.98319146166372
STARLINK-35045;3.0;07:28:15;10;SE;07:32:11;63;ENE;07:36:07;10;NNW;65439;1 65439U 25194F   26027.51752652  .00009183  00000-0  63964-3 0  9990;2 65439  97.6046 243.8303 0003144 106.4644 253.6928 15.05658316 23450
STARLINK-5979;4.4;07:28:27;10;NNE;07:32:27;54;ESE;07:36:25;10;S;56345;1 56345U 23058AE  26027.50996504 -.00000720  00000-0 -51489-4 0  9998;2 56345  97.6036  29.9043 0001605 171.0096 189.1157 15.01271109151959
STARLINK-36055;3.0;07:28:51;38;W;07:29:53;47;SW;07:33:55;10;SSE;66846;1 66846U 25280AB  26027.50931044  .00002062  00000-0  17683-3 0  9998;2 66846  70.0000  78.4416 0003007 268.6667  91.4148 14.99145420  9915
Cosmos 1461;3.6;07:28:57;21;SW;07:31:09;45;SSE;07:34:50;10;E;14064;1 14064U 83044A   26027.44733111  .00039069  00000-0  11619-2 0  9992;2 14064  64.9882 156.1307 0059468 240.7522 118.7659 15.32769097195529
STARLINK-35285;3.8;07:29:43;10;SE;07:33:27;41;NE;07:37:12;10;NNW;65807;1 65807U 25218S   26027.58456519  .00010196  00000-0  70956-3 0  9991;2 65807  97.6023 252.4251 0001454  95.8367 264.3025 15.05664961 18787
STARLINK-36158;2.6;07:30:37;40;NW;07:31:28;51;N;07:34:52;10;E;67080;1 67080U 25298F   26027.38031163  .00097044  00000-0  21940-2 0  9991;2 67080  69.9973 124.0634 0006490 306.1546  53.9035 15.42665437  6891
Meteor 1-15 Rocket;4.3;07:31:00;10;SSW;07:36:57;89;ESE;07:42:56;10;NNE;6660;1 06660U 73034B   26027.52934453  .00000100  00000-0  53190-4 0  9990;2 06660  81.2294 199.1732 0045528 247.9997 111.6332 14.06260846700235
STARLINK-36061;3.1;07:31:26;36;W;07:32:33;45;SW;07:36:36;10;SSE;66847;1 66847U 25280AC  26027.57795456  .00009525  00000-0  80530-3 0  9993;2 66847  70.0004  78.2772 0003194 269.6089  90.4704 14.98313996  9910
STARLINK-5605;3.9;07:31:27;20;SW;07:34:17;71;SE;07:38:32;10;ENE;55411;1 55411U 23014W   26027.65183901  .00000134  00000-0  18998-4 0  9993;2 55411  70.0006 168.1177 0002657 268.6216  91.4639 14.98342617165901
STARLINK-35032;4.4;07:31:28;10;ESE;07:34:52;28;NE;07:38:18;10;NNW;65382;1 65382U 25191D   26027.58518871  .00001973  00000-0  14104-3 0  9995;2 65382  97.6038 261.0012 0002142  87.0779 273.0693 15.05624085 24088
Cosmos 2082;3.9;07:32:00;25;WNW;07:35:29;70;NNE;07:41:13;10;ESE;20624;1 20624U 90046A   26027.59233253  .00000136  00000-0  94873-4 0  9997;2 20624  71.0411 106.8082 0017240 267.5621  92.3528 14.14825520841811
STARLINK-34243;3.9;07:32:07;36;WNW;07:33:38;59;N;07:37:51;10;ENE;64361;1 64361U 25126T   26027.51587398  .00014973  00000-0  12595-2 0  9997;2 64361  70.0017 138.3033 0003181 278.6986  81.3813 14.98344158 34511
STARLINK-35029;2.9;07:32:11;10;SE;07:36:07;67;ENE;07:40:04;10;NNW;65445;1 65445U 25194M   26027.58675439  .00007358  00000-0  51347-3 0  9995;2 65445  97.6033 243.8912 0002251  85.7350 274.4134 15.05659403 23469
STARLINK-5876;4.4;07:32:25;10;NNE;07:36:21;54;ESE;07:40:15;10;S;56321;1 56321U 23058E   26027.51235445 -.00003149  00000-0 -21411-3 0  9992;2 56321  97.6047  30.6712 0001831  93.2977 266.8459 15.05653402151650
Cosmos 1844 Rocket;3.0;07:32:36;26;WNW;07:35:47;60;N;07:41:26;10;E;17974;1 17974U 87041B   26027.54026596 -.00000027  00000-0  10311-4 0  9992;2 17974  71.0085 119.5878 0016223 268.1539 182.1849 14.17634674  2264
Cosmos 1939 Rocket;2.9;07:33:10;10;NNE;07:36:45;46;WNW;07:37:51;34;WSW;19046;1 19046U 88032B   26027.57809476  .00008929  00000-0  42163-3 0  9991;2 19046  97.5130  11.0125 0027026  21.4419 338.7941 15.19340809 45863
H-2A R/B;3.0;07:33:17;10;NNE;07:37:59;31;NW;07:39:39;26;WNW;27601;1 27601U 02056E   26027.54325319  .00000637  00000-0  23820-3 0  9992;2 27601  98.3129 349.4944 0069074 284.6065 191.4465 14.33727723208216
SJ 16-02;1.4;07:33:19;10;SSW;07:37:35;77;SE;07:41:53;10;NE;41634;1 41634U 16043A   26027.65589998  .00002170  00000-0  21109-3 0  9994;2 41634  75.0023 184.9008 0007093   8.8584 351.2728 14.93056360520168
STARLINK-34862;4.5;07:33:27;10;ESE;07:36:51;28;NE;07:40:14;10;NNW;65180;1 65180U 25175G   26027.58652209  .00007408  00000-0  51695-3 0  9992;2 65180  97.6027 262.1157 0002501  90.8489 269.3025 15.05655780 26459
STARLINK-36202;2.6;07:33:29;38;NW;07:34:23;51;N;07:37:47;10;E;67094;1 67094U 25298V   26027.51197458  .00072940  00000-0  16553-2 0  9993;2 67094  69.9990 123.7234 0002811 261.3955  98.6909 15.42677427  6917
STARLINK-35357;3.7;07:33:40;10;SE;07:37:25;43;ENE;07:41:12;10;NNW;65799;1 65799U 25218J   26027.58736602  .00023693  00000-0  16400-2 0  9994;2 65799  97.6033 252.4229 0002939  85.6365 274.5198 15.05666616 18780
STARLINK-5837;4.3;07:33:44;10;NNE;07:37:45;59;ESE;07:41:45;10;S;56346;1 56346U 23058AF  26027.51367140  .00000214  00000-0  21164-4 0  9991;2 56346  97.6036  29.9001 0001013 107.5683 252.5652 15.01262364151951
Cosmos 407 Rocket;3.4;07:33:45;14;SW;07:38:14;84;NW;07:43:35;10;NE;5175;1 05175U 71035B   26027.52636617  .00000587  00000-0  19599-3 0  9993;2 05175  74.0476 175.9881 0030156 323.1426  36.7656 14.39448960867027
IDEFIX/ARIANE 42P;4.1;07:34:02;10;NNE;07:37:43;20;NNW;07:39:20;17;NW;27422;1 27422U 02021B   26027.59227295  .00000558  00000-0  22860-3 0  9999;2 27422  98.5831 326.7006 0011058 312.9658  47.0597 14.30993816238140
GEOS 3 Rocket;4.4;07:34:23;10;SSE;07:39:15;35;SW;07:41:28;25;W;7735;1 07735U 75027B   26027.52837906  .00000151  00000-0  13686-3 0  9994;2 07735 114.9731 263.2213 0053013 295.3588  64.2011 14.25549957638429
USA 32;4.2;07:35:03;10;SW;07:40:08;49;WNW;07:45:15;10;N;19460;1 19460U 88078A   26027.52901057  .00000355  00000-0  11910-3 0  9995;2 19460  84.9868 194.8133 0003023 163.8416 196.2875 14.34396597 89029
ALOS;3.6;07:35:13;10;NNE;07:38:38;21;NNW;07:39:03;21;NW;28931;1 28931U 06002A   26027.58675888  .00002579  00000-0  44167-3 0  9991;2 28931  98.1150 343.7717 0002189  78.0164 282.1287 14.69663329 67447
STARLINK-35058;4.4;07:35:18;10;ESE;07:38:46;29;NE;07:42:14;10;NNW;65394;1 65394U 25191R   26027.58793605  .00006656  00000-0  46499-3 0  9993;2 65394  97.6034 260.9963 0002093  85.8863 274.2602 15.05656513 24089
Cosmos 1656 Rocket;3.8;07:35:41;10;SW;07:41:19;76;SE;07:46:55;10;NE;15772;1 15772U 85042D   26027.67278859  .00000233  00000-0  12623-3 0  9995;2 15772  71.1076 174.3818 0035685 193.0816 178.6808 14.21968886108564
Cosmos 2221 Rocket;4.3;07:35:51;10;NNW;07:40:18;56;ENE;07:44:45;10;SE;22237;1 22237U 92080B   26027.51749665  .00000609  00000-0  76860-4 0  9991;2 22237  82.5089  68.6841 0018778 354.3072   5.7924 14.80275123788348
STARLINK-35039;2.8;07:36:07;10;SSE;07:40:04;71;ENE;07:44:02;10;NNW;65451;1 65451U 25194T   26027.58952348  .00006641  00000-0  46396-3 0  9991;2 65451  97.6034 243.8882 0002646  87.9477 272.2052 15.05655182 23460
STARLINK-5886;4.3;07:36:22;10;NNE;07:40:18;58;ESE;07:44:14;10;S;56350;1 56350U 23058AK  26027.51512374 -.00000119  00000-0 -40492-5 0  9999;2 56350  97.6047  30.6689 0001814  89.1273 271.0162 15.05647549152003
STARLINK-35864;2.6;07:36:35;37;NW;07:37:34;51;N;07:40:59;10;E;67081;1 67081U 25298G   26027.38444708  .00079209  00000-0  17879-2 0  9994;2 67081  69.9979 124.0814 0003236 273.5015  86.5797 15.42808438  6898
STARLINK-5888;4.2;07:36:43;10;NNE;07:40:45;62;ESE;07:44:44;10;S;56348;1 56348U 23058AH  26027.51576483  .00000235  00000-0  22795-4 0  9999;2 56348  97.6036  29.8983 0001124 116.8373 243.2966 15.01259961151957
STARLINK-35966;3.2;07:37:04;34;W;07:38:16;43;SW;07:42:16;10;SSE;66821;1 66821U 25280A   26026.44702180  .00054745  00000-0  45504-2 0  9997;2 66821  70.0027  81.1589 0003343 281.5355  78.5429 14.98412012  9742
STARLINK-35729;3.2;07:37:10;34;W;07:38:22;43;SW;07:42:23;10;SSE;66837;1 66837U 25280S   26026.58054322 -.00012778  00000-0 -10642-2 0  9994;2 66837  70.0067  80.8219 0003723 310.5725  49.5110 14.98359810  9768
STARLINK-34932;4.4;07:37:20;10;ESE;07:40:46;29;NE;07:44:13;10;NNW;65179;1 65179U 25175F   26027.58929114  .00010395  00000-0  72340-3 0  9991;2 65179  97.6035 262.1111 0002168  89.6315 270.5160 15.05656561 26451
STARLINK-5074;3.8;07:37:30;20;SW;07:40:26;76;SE;07:44:40;10;ENE;55438;1 55438U 23014AZ  26027.65598525 -.00000119  00000-0 -22309-5 0  9991;2 55438  69.9999 167.7420 0001955 285.3919  74.7024 14.98335892165910
STARLINK-35406;3.7;07:37:32;10;SE;07:41:19;45;ENE;07:45:08;10;NNW;65795;1 65795U 25218E   26027.59011351  .00008476  00000-0  59079-3 0  9990;2 65795  97.6013 252.4185 0002666  88.6325 271.5207 15.05656530 18783
STARLINK-34425;3.9;07:38:07;33;WNW;07:39:48;58;N;07:44:00;10;ENE;64350;1 64350U 25126G   26027.58680180  .00013767  00000-0  11585-2 0  9993;2 64350  70.0019 138.1488 0003111 270.5523  89.5280 14.98355040 34525
