SatName;Magnitude;StartTime;StartAlt;StartAz;HiTime;HiAlt;HiAz;EndTime;EndAlt;EndAz;NORAD;TLE1;TLE2
STARLINK-5324;4,3;17:38:06;10;WNW;17:42:18;65;SW;17:46:31;10;SE;55677;1 55677U 23021BB  26028.93370906 -.00000101  00000-0 -64334-6 0  9993;2 55677  69.9978 244.6503 0002460 266.0431  94.0446 14.98332725163829
STARLINK-35361;4,5;17:38:36;10;ENE;17:40:44;14;NNE;17:42:52;10;N;65667;1 65667U 25211R   26028.67556902  .00014810  00000-0  10281-2 0  9997;2 65667  97.6033  74.6598 0000605 356.7905   3.3318 15.05663598 21026
STARLINK-5546;3,9;17:39:12;10;W;17:43:26;67;NNW;17:47:40;10;ENE;55632;1 55632U 23021E   26029.47265917  .00000516  00000-0  51021-4 0  9994;2 55632  70.0010 303.3435 0002743 273.1468  86.9377 14.98330850162425
STARLINK-5500;3,9;17:39:36;10;W;17:43:50;67;NNW;17:48:05;10;ENE;55634;1 55634U 23021G   26029.47291216 -.00013763  00000-0 -11510-2 0  9994;2 55634  70.0030 303.3464 0002520 265.7258  94.3613 14.98229276162412
STARLINK-6035;3,7;17:39:43;10;SSE;17:43:45;88;WSW;17:47:50;10;NNW;56323;1 56323U 23058G   26029.47622339  .00000488  00000-0  42562-4 0  9995;2 56323  97.6038  31.7665 0003065  68.9098 291.2454 15.01262607151886
Cosmos 1869;4,5;17:40:02;10;N;17:42:39;19;NE;17:45:13;10;E;18214;1 18214U 87062A   26028.95425716  .00015512  00000-0  46367-3 0  9999;2 18214  82.5090 242.1822 0017572 198.5362 161.5243 15.34295463 83194
STARLINK-33943;4,2;17:40:10;10;SSW;17:44:16;51;SE;17:48:24;10;ENE;63884;1 63884U 25094W   26029.27479604  .00014326  00000-0  12052-2 0  9995;2 63884  70.0037 333.6583 0002990 281.6615  78.4208 14.98353631 41308
STARLINK-34979;4,4;17:40:22;10;ENE;17:42:37;15;NNE;17:44:53;10;N;65254;1 65254U 25179V   26028.67697841  .00010620  00000-0  73891-3 0  9992;2 65254  97.6033  73.4569 0000679 326.4444  33.6740 15.05661503 25793
STARLINK-5065;3,9;17:41:00;10;WNW;17:45:12;57;N;17:49:24;10;E;55641;1 55641U 23021P   26028.87159586  .00001352  00000-0  12105-3 0  9999;2 55641  69.9998 284.9858 0002646 270.6516  89.4339 14.98333295162824
Resurs 1-3;4,2;17:41:20;10;ESE;17:45:15;34;NE;17:49:10;10;NNW;23342;1 23342U 94074A   26029.33788695  .00001293  00000-0  15818-3 0  9997;2 23342  97.6741  53.0142 0001647 112.4385 247.7005 14.84862885683328
ACS3 Sol Sejl;4,2;17:41:38;10;W;17:44:04;12;WNW;17:46:28;10;NW;59588;1 59588U 24077B   26029.44781809  .00023357  00000-0  19432-1 0  9995;2 59588  97.2286 339.3789 0047228 204.8797 155.0089 13.87943134 88752
STARLINK-35181;4,4;17:42:25;10;ENE;17:44:37;15;NNE;17:46:49;10;N;65666;1 65666U 25211Q   26028.67833176  .00010813  00000-0  75194-3 0  9991;2 65666  97.6036  74.6593 0000592 335.0838  25.0360 15.05676421 21020
STARLINK-5462;3,7;17:42:41;10;WNW;17:46:57;73;NNE;17:51:12;10;ESE;55674;1 55674U 23021AY  26029.20513853  .00004120  00000-0  35268-3 0  9995;2 55674  70.0009 263.8691 0003130 263.0181  97.0622 14.98349269163379
STARLINK-5980;3,8;17:42:42;10;SSE;17:46:45;84;WSW;17:50:49;10;NNW;56326;1 56326U 23058K   26029.47832032  .00000664  00000-0  56249-4 0  9994;2 56326  97.6030  31.7625 0003156  69.0184 291.1377 15.01261044151894
STARLINK-32552;3,7;17:42:58;10;WNW;17:47:13;73;NNE;17:51:28;10;ESE;62174;1 62174U 24225M   26029.33336806 -.00030950  00000-0 -25952-2 0  9990;2 62174  70.0005 263.5675 0002886 274.7747  55.7856 14.98365248  5775
STARLINK-36267;2,4;17:43:04;10;WNW;17:46:30;53;N;17:49:55;10;E;67198;1 67198U 25304G   26028.83449927  .00068091  00000-0  15426-2 0  9993;2 67198  70.0011 277.3850 0004138 285.3319  74.7406 15.42747825  7821
STARLINK-5819;3,8;17:43:46;10;SW;17:47:59;77;SE;17:52:15;10;ENE;55780;1 55780U 23028AR  26028.94297023  .00001603  00000-0  14207-3 0  9991;2 55780  70.0008 324.5035 0002976 265.6266  94.4553 14.98333805160585
MOZ.5/SAFIR/RUBIN 5/SL-8;3,9;17:44:01;10;NNE;17:48:39;79;WNW;17:53:17;10;SSW;28898;1 28898U 05043G   26029.39442859  .00001130  00000-0  22373-3 0  9995;2 28898  98.3296 172.0146 0019376  56.8704 303.4354 14.64186592702941
STARLINK-34923;4,4;17:44:11;10;ENE;17:46:31;15;NNE;17:48:51;10;N;65247;1 65247U 25179N   26028.67974399  .00006862  00000-0  47919-3 0  9995;2 65247  97.6035  73.4568 0000329 130.1059 230.0196 15.05661934 25842
STARLINK-6043;4,4;17:44:15;10;WNW;17:48:27;61;SW;17:52:37;10;SE;56464;1 56464U 23064S   26029.33843814  .00000815  00000-0  76081-4 0  9993;2 56464  69.9976 243.5906 0002669 269.1536  90.9317 14.98332108149357
Cosmos 1782 Rocket;4,5;17:44:37;10;NNW;17:48:30;28;NE;17:52:23;10;ESE;16987;1 16987U 86074B   26029.54715242  .00000679  00000-0  76063-4 0  9993;2 16987  82.5123 239.2243 0016628 324.3033  95.8213 14.85319767104150
Spot 2;4,0;17:44:41;10;NNE;17:49:00;81;ESE;17:53:06;10;SSW;20436;1 20436U 90005A   26029.39709693  .00002426  00000-0  33431-3 0  9995;2 20436  98.6908 176.3917 0129778 163.9009 196.6381 14.73619243894884
STARLINK-6039;3,8;17:45:00;10;SSE;17:49:03;82;WSW;17:53:07;10;NNW;56319;1 56319U 23058C   26029.47992673  .00000974  00000-0  80332-4 0  9998;2 56319  97.6046  31.7606 0002955  85.5362 274.6199 15.01260906151893
ARIANE 5 R/B;2,5;17:45:05;10;SE;17:50:13;67;ENE;17:55:19;10;NNW;27387;1 27387U 02009B   26029.46477554  .00000157  00000-0  68660-4 0  9992;2 27387  98.8166  44.3404 0032178 173.7610 186.3982 14.36759501253392
STARLINK-5815;3,9;17:45:21;10;W;17:49:35;65;NNW;17:53:48;10;ENE;55789;1 55789U 23028BA  26028.94274105  .00002008  00000-0  17602-3 0  9998;2 55789  69.9995 304.6250 0002804 264.8422  95.2417 14.98333591161074
COSMOS 2428;2,9;17:45:46;10;WNW;17:51:26;59;N;17:57:08;10;E;31792;1 31792U 07029A   26029.45563311  .00000429  00000-0  25575-3 0  9999;2 31792  70.9400 285.7027 0006608 321.0476  39.0169 14.12924286958557
STARLINK-33905;4,1;17:45:53;10;SSW;17:49:59;54;SE;17:54:07;10;ENE;63881;1 63881U 25094T   26029.27892329  .00363599  00000-0  28582-1 0  9998;2 63881  70.0093 333.6868 0003403 323.1088  36.9837 14.98795342 41305
SL-16 R/B;2,2;17:46:11;10;WNW;17:51:55;83;NNE;17:57:37;10;ESE;31793;1 31793U 07029B   26028.98170898  .00000150  00000-0  10233-3 0  9997;2 31793  70.9730 255.8537 0001849 271.4822 202.8672 14.14822902959759
STARLINK-36226;2,4;17:46:15;10;WNW;17:49:40;54;N;17:53:05;10;E;67209;1 67209U 25304T   26028.83665530  .00054587  00000-0  12384-2 0  9991;2 67209  70.0021 277.3914 0002919 231.1309 128.9613 15.42777005  7857
STARLINK-35115;4,4;17:46:16;10;ENE;17:48:33;15;NNE;17:50:49;10;N;65665;1 65665U 25211P   26028.68112496  .00014827  00000-0  10291-2 0  9991;2 65665  97.6035  74.6575 0000076  82.1842 277.9393 15.05670162 21020
STARLINK-33904;4,1;17:46:31;10;SSW;17:50:39;54;SE;17:54:49;10;ENE;63887;1 63887U 25094Z   26029.33336806  .00012872  00000-0  10846-2 0  9994;2 63887  70.0022 333.5342 0003000 274.1950  18.3174 14.98329367  5673
STARLINK-5070;3,9;17:47:11;10;WNW;17:51:23;57;N;17:55:35;10;E;55654;1 55654U 23021AC  26029.40984604  .00006127  00000-0  52104-3 0  9998;2 55654  70.0017 283.6590 0002913 266.6111  93.4715 14.98315353162902
Cosmos 1908 Rocket;4,0;17:47:26;10;NNW;17:51:33;38;NE;17:55:42;10;SE;18749;1 18749U 88001B   26028.93150648  .00000692  00000-0  77216-4 0  9994;2 18749  82.5103 232.7586 0018440  14.5991 345.5754 14.85480258 36129
Landsat 7;3,7;17:47:51;10;SSE;17:52:30;74;ENE;17:57:11;10;NNW;25682;1 25682U 99020A   26029.49571512  .00000863  00000-0  17402-3 0  9990;2 25682  97.8596  39.4928 0001506 102.4610  15.8264 14.63769107425551
STARLINK-34964;4,3;17:48:01;10;ENE;17:50:24;16;NNE;17:52:49;10;N;65239;1 65239U 25179E   26028.68250251  .00004779  00000-0  33512-3 0  9990;2 65239  97.6047  73.4517 0000277  48.3518 311.7732 15.05657887 25791
STARLINK-5456;3,7;17:48:52;10;WNW;17:53:08;76;NNE;17:57:23;10;ESE;55667;1 55667U 23021AR  26028.80875966  .00000264  00000-0  29928-4 0  9990;2 55667  69.9990 264.8957 0002753 265.6655  94.4189 14.98333279163314
Okean 1-7;4,3;17:49:03;10;SE;17:51:57;19;E;17:54:52;10;NE;23317;1 23317U 94066A   26029.48104360  .00003923  00000-0  34084-3 0  9995;2 23317  82.5328  27.4462 0017244  26.8108 333.4001 14.96652658694582
STARLINK-32587;3,7;17:49:07;10;WNW;17:53:22;76;NNE;17:57:37;10;ESE;62180;1 62180U 24225T   26028.94246242  .00013905  00000-0  11704-2 0  9996;2 62180  70.0009 264.4883 0002465 250.8265 109.2628 14.98347051 63925
STARLINK-36263;2,4;17:49:16;10;WNW;17:52:41;54;N;17:56:06;10;E;67202;1 67202U 25304L   26029.42220220  .00110753  00000-0  24937-2 0  9998;2 67202  70.0003 275.8230 0002846 269.1821  90.9035 15.42745449  7946
STARLINK-5816;3,8;17:49:54;10;SW;17:54:08;81;SSE;17:58:24;10;ENE;55778;1 55778U 23028AP  26029.21418294  .00000998  00000-0  91378-4 0  9995;2 55778  70.0017 323.8442 0002610 274.6473  85.4388 14.98332250160625
STARLINK-35201;4,4;17:50:08;10;ENE;17:52:29;15;NNE;17:54:50;10;N;65664;1 65664U 25211N   26028.68388058  .00013367  00000-0  92975-3 0  9997;2 65664  97.6052  74.6532 0000029 203.6532 156.4693 15.05614824 21022
STARLINK-6033;3,9;17:50:18;10;SSE;17:54:20;76;WSW;17:58:24;10;NNW;56322;1 56322U 23058F   26029.48363288  .00002565  00000-0  20412-3 0  9997;2 56322  97.6053  31.7535 0002182  80.6456 279.5015 15.01271809151893
STARLINK-6047;4,5;17:50:25;10;WNW;17:54:36;58;SW;17:58:45;10;SE;56460;1 56460U 23064N   26028.94205329  .00001700  00000-0  15027-3 0  9994;2 56460  69.9979 244.6155 0003161 269.1409  90.9388 14.98318803149298
STARLINK-5619;2,8;17:50:59;10;SSW;17:53:09;41;SE;17:55:14;11;ENE;55755;1 55755U 23028Q   26029.50486487  .00678706  24510-3  78395-3 0  9997;2 55755  69.9943 330.5504 0003776 243.6046 116.4782 16.08760883160482
STARLINK-5303;3,9;17:51:32;10;W;17:55:45;63;NNW;17:59:58;10;ENE;55630;1 55630U 23021C   26028.94692631  .00002689  00000-0  23302-3 0  9993;2 55630  70.0029 304.7241 0002400 240.2942 119.7979 14.98336897162346
CARTOSAT-1;4,3;17:51:36;10;ESE;17:55:14;29;NE;17:58:55;10;NNW;28649;1 28649U 05017A   26029.34655090  .00003014  00000-0  31316-3 0  9998;2 28649  97.5459  58.6449 0002128 120.1494 239.9935 14.90610800123139
Meteor 1-31 Rocket;4,3;17:51:40;10;ENE;17:53:42;15;NE;17:55:44;10;N;12586;1 12586U 81065B   26029.42334644  .00012361  00000-0  39433-3 0  9999;2 12586  97.6414  70.4082 0013046 136.6088 223.6183 15.32578836428942
STARLINK-5813;3,9;17:51:47;10;W;17:56:00;63;NNW;18:00:13;10;ENE;55790;1 55790U 23028BB  26028.94708765  .00000340  00000-0  36271-4 0  9995;2 55790  70.0001 304.6416 0002857 270.7107  89.3724 14.98331077161077
Cosmos 1400 Rocket;3,5;17:51:48;10;NNW;17:55:15;31;NE;17:58:42;10;ESE;13403;1 13403U 82079B   26029.48223715  .00007657  00000-0  31029-3 0  9991;2 13403  81.1442 239.3580 0024383 300.5086  59.3740 15.24241197371729
STARLINK-34959;4,3;17:51:50;10;ENE;17:54:19;16;NNE;17:56:47;10;N;65246;1 65246U 25179M   26028.68528356  .00008280  00000-0  57721-3 0  9991;2 65246  97.6032  73.4490 0001145  97.8532 262.2825 15.05662263 25802
STARLINK-33885;4,0;17:52:22;10;SW;17:56:31;58;SE;18:00:42;10;ENE;63886;1 63886U 25094Y   26029.28314391  .00006477  00000-0  54988-3 0  9992;2 63886  70.0033 333.6845 0002581 268.2415  91.8449 14.98346202 41304
Cosmos 2082 Rocket;4,0;17:52:36;10;ESE;17:54:38;12;E;17:56:41;10;ENE;20625;1 20625U 90046B   26029.39250321 -.00000208  00000-0 -82550-4 0  9994;2 20625  70.9994  20.4422 0014272 353.9995   6.0955 14.15006002842837
STARLINK-32581;3,9;17:52:41;10;WNW;17:56:57;81;SSW;18:01:12;10;SE;62184;1 62184U 24225X   26028.94424753  .00007582  00000-0  64230-3 0  9992;2 62184  69.9997 254.5711 0003149 275.4792  84.6008 14.98344183 64179
Cosmos 1812;3,5;17:53:05;10;N;17:54:40;15;NE;17:56:15;10;E;17295;1 17295U 87003A   26028.61493314  .00245053  00000-0  82546-3 0  9998;2 17295  82.4797 240.8091 0000926  36.5066 323.6269 15.89427528138060
STARLINK-5988;4,0;17:53:19;10;SSE;17:57:20;73;WSW;18:01:25;10;NNW;56320;1 56320U 23058D   26029.48574097  .00002442  00000-0  19460-3 0  9992;2 56320  97.6058  31.7499 0002001  84.6100 275.5352 15.01255531151901
STARLINK-5877;3,9;17:53:21;10;SSE;17:57:19;76;WSW;18:01:19;10;NNW;56354;1 56354U 23058AP  26029.48671267  .00001742  00000-0  12489-3 0  9992;2 56354  97.6057  32.5105 0002291  88.8543 271.2946 15.05646413152290
STARLINK-5483;3,9;17:53:21;10;WNW;17:57:33;57;N;18:01:45;10;E;55643;1 55643U 23021R   26029.41402302 -.00000129  00000-0 -30422-5 0  9996;2 55643  70.0001 283.6644 0002807 272.4616  87.6222 14.98330394162900
CZ-4 R/B;3,0;17:53:24;10;ENE;17:55:23;14;NNE;17:57:24;10;N;29507;1 29507U 06046C   26029.35409763  .00007690  00000-0  39260-3 0  9990;2 29507  97.5673  74.3657 0034685  45.9051 314.5027 15.16461754 54083
STARLINK-35190;4,3;17:53:55;10;ENE;17:56:20;16;NNE;17:58:46;10;N;65663;1 65663U 25211M   26028.68664424  .00006782  00000-0  47368-3 0  9999;2 65663  97.6043  74.6496 0001031 112.3245 247.8091 15.05657437 21025
STARLINK-3083;3,3;17:54:31;10;WNW;17:57:39;49;N;18:00:48;10;E;49158;1 49158U 21082AE  26029.43016786  .00059280  00000-0  76594-3 0  9992;2 49158  69.9712 282.7904 0007963 248.2735 111.7608 15.58616497243927
STARLINK-36284;2,4;17:55:01;10;WNW;17:58:26;56;NNE;18:01:52;10;E;67194;1 67194U 25304C   26028.84259678  .00056512  00000-0  12817-2 0  9998;2 67194  69.9997 277.4159 0003954 261.6935  98.3799 15.42772070  7856
STARLINK-5463;3,7;17:55:02;10;WNW;17:59:17;78;NNE;18:03:32;10;ESE;55673;1 55673U 23021AX  26029.34701508  .00001248  00000-0  11239-3 0  9995;2 55673  69.9981 263.5597 0003060 270.8520  89.2288 14.98332540163398
STARLINK-5602;4,5;17:55:07;10;SSW;17:59:03;38;SE;18:03:00;10;ENE;55743;1 55743U 23028C   26029.28536831  .00003106  00000-0  26797-3 0  9998;2 55743  70.0023 343.9743 0002907 267.6374  92.4452 14.98337341160134
STARLINK-32551;3,7;17:55:16;10;WNW;17:59:31;78;NNE;18:03:47;10;ESE;62166;1 62166U 24225D   26029.34718616  .00007372  00000-0  62456-3 0  9996;2 62166  70.0009 263.5847 0002927 269.7659  90.3165 14.98354558 63980
STARLINK-5874;4,1;17:55:34;10;SSE;17:59:36;71;WSW;18:03:40;10;NNW;56353;1 56353U 23058AN  26029.48731267  .00000686  00000-0  57896-4 0  9996;2 56353  97.6062  31.9037 0000287 129.6120 230.5129 15.01264134152259
STARLINK-34842;4,3;17:55:45;10;ENE;17:58:16;16;NNE;18:00:48;10;N;65235;1 65235U 25179A   26029.35265838  .00010406  00000-0  72416-3 0  9998;2 65235  97.6033  74.2540 0001174  91.5831 268.5531 15.05659638 25963
STARLINK-5814;3,8;17:56:02;10;SW;18:00:16;85;SSE;18:04:31;10;ENE;55777;1 55777U 23028AN  26029.21835714  .00001008  00000-0  92220-4 0  9994;2 55777  70.0009 323.8575 0002834 270.0868  89.9966 14.98333589160625
Cosmos 1603;3,9;17:56:06;10;SSW;18:01:39;65;SE;18:07:13;10;NE;15333;1 15333U 84106A   26029.25448479  .00000365  00000-0  21459-3 0  9994;2 15333  71.0280 338.9980 0017443  94.6327 265.6788 14.14498906133099
Cosmos 1371 Rocket;4,1;17:56:06;10;SW;18:01:20;80;NW;18:06:33;10;NE;13242;1 13242U 82051B   26029.26313704  .00000395  00000-0  14053-3 0  9996;2 13242  74.0452 333.8613 0023400 123.1818 237.1584 14.37330507285307
CBERS-1;4,3;17:56:09;10;SSE;18:01:14;75;WSW;18:06:22;10;NNW;25940;1 25940U 99057A   26029.47294090  .00000367  00000-0  13979-3 0  9992;2 25940  98.8504  35.1149 0005774  54.7571 305.4155 14.36936900377596
STARLINK-5835;3,8;17:56:16;10;SW;18:00:32;85;SE;18:04:45;10;ENE;55772;1 55772U 23028AH  26029.33336806 -.00002075  00000-0 -16610-3 0  9995;2 55772  70.0023 323.5690 0002916 273.8785 345.4897 14.98338952  5722
Cosmos 1624 Rocket;4,2;17:56:48;10;SW;18:02:09;80;NW;18:07:31;10;NE;15483;1 15483U 85006B   26029.28506582  .00000462  00000-0  16206-3 0  9995;2 15483  74.0477 333.6532 0019741 258.5517 211.3163 14.37761281148361
Cosmos 1459 Rocket;4,5;17:57:07;10;NNW;18:02:42;36;NE;18:08:19;10;ESE;14059;1 14059U 83042B   26029.52371701  .00000186  00000-0  16503-3 0  9994;2 14059  82.9682 244.3336 0043589  62.4540 298.1037 13.79113930149338
STARLINK-5548;4,0;17:57:19;10;SSE;18:01:18;72;WSW;18:05:17;10;NNW;56334;1 56334U 23058T   26029.48949030  .00009586  00000-0  66738-3 0  9996;2 56334  97.6065  32.6581 0001333  85.9457 274.1922 15.05666885152307
Cosmos 2228 Rocket;4,4;17:57:29;10;SE;18:00:45;21;E;18:04:00;10;NE;22287;1 22287U 92094B   26029.48324407  .00000621  00000-0  78629-4 0  9991;2 22287  82.5223  29.3749 0025383 104.0721 256.3316 14.80010643762722
STARLINK-5484;3,9;17:57:42;10;W;18:01:55;62;NNW;18:06:06;10;ENE;55628;1 55628U 23021A   26028.95110330  .00002512  00000-0  21829-3 0  9999;2 55628  69.9995 304.7347 0002934 267.4217  92.6606 14.98328761162344
STARLINK-35176;4,3;17:57:45;10;ENE;18:00:15;16;NNE;18:02:43;10;N;65662;1 65662U 25211L   26028.68941336  .00007677  00000-0  53553-3 0  9995;2 65662  97.6053  74.6467 0000790 110.5844 249.5468 15.05660924 21021
AQUARIUS;4,1;17:57:55;10;SE;18:02:18;65;ENE;18:06:42;10;NNW;37673;1 37673U 11024A   26029.50583022  .00001694  00000-0  23994-3 0  9998;2 37673  97.9835  44.6082 0001245 114.2324   4.7100 14.78347308787292
STARLINK-36265;2,3;17:58:16;10;WNW;18:01:43;57;NNE;18:05:08;10;E;67208;1 67208U 25304S   26028.97444259  .00061234  00000-0  13901-2 0  9991;2 67208  69.9994 277.0697 0004026 266.6630  93.4092 15.42721537  7876
STARLINK-34013;3,9;17:58:28;10;SW;18:02:39;61;SE;18:06:46;10;ENE;63871;1 63871U 25094H   26029.22055926  .00012886  00000-0  10852-2 0  9998;2 63871  70.0031 333.8729 0002590 269.9766  90.1096 14.98350565 41291
Cosmos 1515 Rocket;3,6;17:58:35;10;S;18:03:00;70;ESE;18:07:24;10;NNE;14552;1 14552U 83122B   26029.41868817  .00000842  00000-0  93880-4 0  9991;2 14552  82.5238   6.5607 0015758 204.3931 155.6541 14.85814383255003
Cosmos 1503 Rocket;4,4;17:58:51;10;NW;18:04:05;70;SW;18:09:21;10;SSE;14402;1 14402U 83103B   26028.98002331  .00000348  00000-0  12485-3 0  9998;2 14402  74.0423 235.6381 0026007  19.7036 340.5116 14.37341932213937
Meteor 1-13 Rocket;4,5;17:59:15;10;SSW;18:05:11;86;WNW;18:11:12;10;NNE;6257;1  6257U 72085B   26029.39657313  .00000048  00000-0  21377-4 0  9994;2  6257  81.2611 357.6763 0054505 267.7037  91.7890 14.06868402731788
Cosmos 2181 Rocket;4,1;17:59:18;10;S;18:05:33;68;E;18:11:55;10;NNE;21903;1 21903U 92012B   26029.48308767  .00000027  00000-0  13064-4 0  9998;2 21903  82.9373  11.3176 0041768 318.6851 156.6147 13.74739853699819
SMAP;3,1;17:59:28;10;SSE;18:04:08;89;WSW;18:08:51;10;NNW;40376;1 40376U 15003A   26029.48139962  .00000913  00000-0  18558-3 0  9993;2 40376  98.1300  38.5217 0001422  91.6392 268.4973 14.63422399587336
STARLINK-34973;4,2;17:59:33;10;ENE;18:02:09;17;NE;18:04:45;10;N;65250;1 65250U 25179R   26028.69083290  .00008245  00000-0  57482-3 0  9995;2 65250  97.6046  73.5990 0000692 105.8298 254.3005 15.05660701 25798
Cosmos 1110 Rocket;4,0;18:00:04;10;SSW;18:05:13;73;SE;18:10:23;10;NE;11427;1 11427U 79060B   26029.33650017  .00000432  00000-0  14873-3 0  9996;2 11427  74.0181 344.9274 0018191  91.4059 268.9179 14.38815722440066
Cosmos 1943;3,3;18:00:21;10;SW;18:06:03;87;SE;18:11:45;10;NE;19119;1 19119U 88039A   26029.27916306 -.00000117  00000-0 -35298-4 0  9994;2 19119  71.0052 328.7761 0013552 301.0811 169.9767 14.15732390947237
Aureole 1 Rocket;3,9;18:00:38;10;NW;18:07:31;79;NE;18:13:07;10;SE;5730;1  5730U 71119B   26029.32882737  .00009526  00000-0  49509-3 0  9995;2  5730  73.8861 249.2324 0555037 223.9159 131.6609 14.36735673649833
STARLINK-5550;4,2;18:00:52;10;S;18:04:53;66;WSW;18:08:57;10;NNW;56361;1 56361U 23058AW  26029.49101659  .00000984  00000-0  81139-4 0  9990;2 56361  97.6060  31.8956 0000467 147.4644 212.6609 15.01263675152257
Resurs 01 Rocket;2,4;18:01:01;10;ESE;18:04:52;30;NE;18:08:44;10;NNW;23343;1 23343U 94074B   26028.95608844  .00000794  00000-0  11314-3 0  9994;2 23343  97.7158  61.3744 0006532   3.8838  62.1823 14.79357531681377
STARLINK-5532;4,4;18:01:09;10;SSW;18:05:09;42;SE;18:09:01;11;ENE;55760;1 55760U 23028V   26029.28951574  .00001531  00000-0  13609-3 0  9990;2 55760  70.0013 343.5853 0002829 270.6137  89.4697 14.98336923160147
STARLINK-5423;3,7;18:01:12;10;WNW;18:05:29;81;NNE;18:09:43;10;ESE;55670;1 55670U 23021AU  26029.35120502 -.00000595  00000-0 -42086-4 0  9993;2 55670  69.9973 263.5759 0003700 266.7404  93.3331 14.98319735163398
STARLINK-36262;2,3;18:01:12;10;WNW;18:04:37;57;NNE;18:08:03;10;E;67201;1 67201U 25304K   26029.23577534  .00095797  00000-0  21639-2 0  9995;2 67201  70.0015 276.3778 0002794 286.5038  73.5837 15.42712911  7918
STARLINK-6034;4,1;18:01:18;10;S;18:05:16;68;WSW;18:09:14;10;NNW;56324;1 56324U 23058H   26029.49225901  .00001572  00000-0  11314-3 0  9997;2 56324  97.6056  32.6523 0001178  92.3505 267.7856 15.05650130151955
STARLINK-32407;3,7;18:01:25;10;WNW;18:05:42;81;NNE;18:09:56;10;ESE;62172;1 62172U 24225K   26029.33336806 -.00032083  00000-0 -26919-2 0  9991;2 62172  70.0006 263.6373 0003387 269.5653 353.5083 14.98349321  5725
STARLINK-35220;4,3;18:01:34;10;ENE;18:04:07;17;NNE;18:06:40;10;N;65661;1 65661U 25211K   26028.69217913  .00015887  00000-0  11022-2 0  9998;2 65661  97.6028  74.6405 0000443  82.4058 277.7219 15.05670928 21025
Okean 2;3,4;18:01:57;10;S;18:05:42;54;E;18:09:28;10;NNE;20510;1 20510U 90018A   26029.45038701  .00009116  00000-0  48434-3 0  9996;2 20510  82.4986  10.5863 0008589  75.0405  43.1978 15.15140962933046
STARLINK-5820;3,7;18:02:12;10;WSW;18:06:26;88;SSE;18:10:32;11;ENE;55781;1 55781U 23028AS  26029.22254233  .00001611  00000-0  14280-3 0  9990;2 55781  70.0014 323.9081 0002698 261.1942  98.8912 14.98333379160628
STARLINK-34989;4,2;18:03:26;10;ENE;18:06:05;17;NE;18:08:44;10;N;65251;1 65251U 25179S   26029.35820340  .00012055  00000-0  83780-3 0  9999;2 65251  97.6029  74.2497 0001118  96.1199 264.0156 15.05670929 26076
